time	f0
0.03	102.94
0.04	102.77
0.05	89.57
0.06	88.43
0.07	91.7
0.3	163.17
0.31	157.14
0.32	151.38
0.33	149.01
0.34	145.25
0.35	141.24
0.36	138.57
0.37	136.98
0.38	136.7
0.39	136.56
0.4	135.89
0.41	134.88
0.42	133.91
0.43	133.27
0.44	132.66
0.45	132.26
0.46	132.21
0.47	132.02
0.48	131.71
0.49	131.63
0.5	132.18
0.51	132.52
0.52	132.6
0.53	132.82
0.54	132.83
0.55	132.54
0.56	133.01
0.57	132.87
0.58	132.25
0.7	69.88
0.71	68.98
0.72	68.85
0.73	69
0.74	69.1
0.75	69.27
0.76	69.47
0.77	69.66
0.78	139.62
0.79	140.37
0.8	140.67
0.81	140.47
0.82	141.3
0.83	142.01
0.84	141.79
0.85	140.39
0.86	139.72
0.87	139.82
0.88	139.49
0.89	139
0.9	138.19
0.91	137.97
0.92	137.7
0.93	136.84
0.94	136.05
0.95	135.94
0.96	135.57
0.97	135.39
0.98	137.04
0.99	140.78
1	138.45
1.01	138.47
1.02	139.46
1.03	140.96
1.04	141.64
1.05	142.25
1.06	142.83
1.07	144.8
1.08	146.1
1.09	146.37
1.1	146.7
1.11	147.18
1.12	147.17
1.13	146.81
1.14	146.54
1.15	145.68
1.16	145.54
1.22	146.73
1.23	147.17
1.24	144.33
1.25	142.98
1.26	142.02
1.27	140.08
1.28	138.38
1.29	137.9
1.3	138.54
1.31	138.76
1.32	138.17
1.33	137.49
1.34	137.47
1.35	137.55
1.36	136.83
1.37	136.68
1.38	137.83
1.39	138.08
1.4	137.18
1.41	136.46
1.44	65.69
1.45	65.59
1.46	64.73
1.47	64.7
1.48	64.6
1.49	64.65
1.5	64.21
1.51	63.62
1.52	64.23
1.53	64.46
1.54	64.41
1.55	64.43
1.56	64.41
1.57	64.31
1.58	64.1
1.59	64.12
1.6	64.48
1.61	64.52
1.62	64.34
1.63	64.57
1.64	64.69
1.65	65.38
1.66	65.61
1.67	65.5
1.68	65.34
1.69	65.28
1.7	71.55
1.71	69.27
1.72	67.18
1.73	66.72
1.74	65.94
1.75	65.68
1.76	65.61
1.77	65.29
1.78	65.02
1.79	64.88
1.8	64.7
1.81	64.5
1.82	64.42
1.83	64.27
1.84	64.14
1.85	63.83
1.86	63.68
1.87	63.56
1.88	63.43
1.89	63.42
1.9	63.29
1.91	63.2
1.92	63.15
1.93	63.02
1.94	62.76
1.95	62.66
1.96	62.5
1.97	62.32
1.98	62.56
1.99	62.91
2	63.04
2.01	63.06
2.02	63.31
2.03	63.82
2.04	64.28
2.05	64.68
2.06	64.94
2.07	65.1
2.08	65.25
2.09	65.64
2.1	65.86
2.11	66.54
2.12	66.49
2.13	65.68
2.14	65.9
2.15	65.36
2.16	67.41
2.17	67.55
2.18	68.38
2.19	68.37
2.2	68.96
2.21	69.12
2.22	68.53
2.23	68.45
2.24	68.48
2.25	71.64
2.26	71.3
2.27	70.29
2.28	70.93
2.29	74.71
2.3	74.42
2.31	74.35
2.32	71.07
2.33	71.13
2.37	67.76
2.38	69.75
2.39	76.88
2.4	73.26
2.41	69.78
2.42	69.71
2.5	65.34
2.51	70.23
2.52	72.56
2.53	74.06
2.57	68.77
2.58	67.4
2.59	67.22
2.72	127.11
2.73	129.05
2.74	129.01
2.75	126.88
2.76	127.2
2.77	127.88
2.78	128.06
2.79	128.73
2.8	129.56
2.81	130.47
2.82	130.9
2.83	131.12
2.84	131.16
2.85	130.03
2.86	129.58
2.87	129.07
2.88	128.16
2.89	127.97
2.9	127.96
2.91	128.28
2.92	128.29
2.93	127.99
2.94	127.29
3	128.34
3.01	127.76
3.02	129.72
3.03	130.09
3.04	126.7
3.05	127.16
3.06	128.12
3.07	127.74
3.08	127.78
3.09	128.07
3.1	129.76
3.11	131.87
3.12	133.64
3.13	134.94
3.14	135.41
3.15	135.33
3.16	135.01
3.17	135.16
3.18	135.4
3.19	135.09
3.2	134.99
3.21	135.25
3.22	134.72
3.23	134.02
3.24	133.79
3.25	133.36
3.26	132.09
3.27	130.65
3.28	129.86
3.29	129.37
3.3	128.59
3.31	127.98
3.32	128.35
3.33	129.15
3.34	128.38
3.35	62.23
3.36	62.39
3.37	62.8
3.38	62.58
3.39	62.39
3.4	62.15
3.41	62.09
3.42	62.57
3.43	62.58
3.44	62.4
3.45	62.44
3.46	62.6
3.47	63.19
3.48	63.51
3.49	63.26
3.65	138.59
3.66	137.88
3.67	137.63
3.68	137.2
3.69	137.12
3.7	137.26
3.71	137.61
3.72	137.67
3.73	137.82
3.74	138.11
3.75	138.37
3.76	138.73
3.77	138.88
3.78	138.72
3.79	138.29
3.8	137.5
3.81	136.44
3.82	136.12
3.83	135.63
3.84	134.39
3.85	134.91
3.86	135.97
3.92	129.13
3.93	130.37
3.94	128.45
3.95	128.88
3.96	129.72
3.97	128.64
3.98	128.56
3.99	129.85
4	130.22
4.01	130.3
4.1	60.98
4.11	61.01
4.12	60.94
4.13	61.61
4.14	128.52
4.15	129.54
4.16	128.51
4.17	128.44
4.18	128.32
4.19	127.41
4.2	127.98
4.21	129.74
4.22	129.11
4.23	127.9
4.24	126.93
4.25	126.6
4.26	127.17
4.27	127.87
4.28	128.24
4.29	129.1
4.3	129.97
4.31	130.71
4.32	130.53
4.33	129.71
4.34	129.34
4.35	129.81
4.36	129.94
4.37	129.89
4.38	130.36
4.39	130.71
4.4	130.46
4.41	128.79
4.45	134.15
4.46	131.62
4.47	130.42
4.48	130.25
4.49	130.51
4.5	130.32
4.51	129.55
4.52	128.75
4.53	128.35
4.58	143.04
4.59	142.19
4.6	138.37
4.61	137.43
4.62	136.49
4.63	136.1
4.64	135.46
4.65	135.53
4.66	136.15
4.67	136.17
4.68	135.65
4.69	135.4
4.7	137
4.71	141.59
4.72	142.11
4.73	142.32
4.74	143.12
4.75	143.56
4.76	143.34
4.77	142.81
4.78	141.78
4.79	140.88
4.8	140.62
4.81	140.09
4.82	139.56
4.83	139.01
4.84	137.89
4.85	136.75
4.86	136.34
4.87	135.93
4.88	133.7
4.89	133.66
4.9	137.43
4.91	139.27
4.92	138.45
4.93	137.44
4.94	137.23
4.95	137.22
4.96	138.31
5.03	128.79
5.04	127.4
5.05	125.88
5.06	124.95
5.07	124.82
5.08	124.37
5.09	124.44
5.1	125.02
5.11	125.13
5.12	125.27
5.13	125.84
5.14	126.12
5.15	126.24
5.16	126.78
5.17	127.55
5.18	128.45
5.19	129.76
5.2	131.49
5.21	133.71
5.22	131.87
5.23	131.35
5.24	131.78
5.25	133.28
5.26	135.64
5.27	131.19
5.28	129.23
5.29	129.32
5.3	129.96
5.43	141.66
5.44	139.86
5.45	138.51
5.46	137.47
5.47	135.99
5.48	137.3
5.49	138.19
5.5	138.38
5.51	139.84
5.52	140.56
5.53	140.91
5.54	142.88
5.55	144.08
5.56	143.65
5.57	140.99
5.58	139.31
5.59	138.5
5.6	137.66
5.61	136.86
5.62	135.83
5.63	134.64
5.64	134.23
5.65	133.6
5.66	132.79
5.67	132.18
5.68	131.26
5.69	130.12
5.7	129.99
5.71	130.43
5.72	129.5
5.73	128.54
5.74	128.94
5.75	128.86
5.76	128.99
5.77	130.23
5.78	131.9
5.79	132.1
5.8	132.08
5.81	132.83
5.82	133.69
5.83	132.88
5.84	132.75
5.85	132.23
5.86	131.52
5.87	131.53
5.91	65.51
5.92	65.41
5.93	65.24
6.47	68.15
6.48	68.48
6.49	64.91
6.59	62.94
6.6	62.71
6.61	62.6
6.68	66.06
6.69	67.27
6.7	67.17
6.76	60.26
6.77	63.12
6.78	63.72
6.87	130.54
6.88	134.63
6.89	136.17
6.9	135.58
6.91	134.63
6.92	135.14
6.93	135.79
6.94	134.64
6.95	133.64
6.96	133.06
6.97	132.08
6.98	130.83
6.99	130.65
7	131.28
7.01	132.53
7.02	136.22
7.03	140.41
7.04	140.62
7.05	140.88
7.06	138.6
7.07	137.24
7.08	136.91
7.09	136.89
7.1	136.72
7.11	136.2
7.12	135.66
7.13	135.23
7.14	134.92
7.15	134.61
7.16	134.16
7.17	133.78
7.18	133.99
7.19	134.25
7.2	133.97
7.21	133.18
7.22	132.16
7.23	131.33
7.24	131.55
7.25	131.81
7.26	132.16
7.27	132.13
7.28	131.24
7.29	130.85
7.3	130.6
7.31	130.47
7.32	129.62
7.33	128.78
7.34	129.37
7.35	129.46
7.36	129.37
7.37	129.28
7.38	128.4
7.39	128.17
7.4	127.64
7.41	126.79
7.42	125.69
7.43	127.04
7.44	129.32
7.45	127.63
7.46	127.57
7.47	129.49
7.48	130.78
7.49	131.39
7.5	132.36
7.51	133.29
7.52	133.89
7.53	134.56
7.54	135.35
7.55	136.14
7.56	136.59
7.57	137.19
7.58	138
7.59	137.33
7.6	136.41
7.61	136.26
7.62	136.37
8.31	66.42
8.32	65.66
8.33	64.91
8.34	63.46
8.41	124.18
8.42	125.36
8.43	125.79
8.44	124.23
8.45	123.42
8.46	123.54
8.47	124.05
8.48	124.68
8.49	125.9
8.5	125.78
8.51	125.12
8.52	126.68
8.53	128.09
8.54	127.29
8.55	127.57
8.56	128.63
8.57	129.45
8.58	130.32
8.59	131.07
8.6	131.01
8.61	130.98
8.62	131.64
8.63	132.03
8.64	131.96
8.65	131.49
8.66	131.08
8.67	131.38
8.68	131.53
8.69	130.3
8.7	129.74
8.71	131.15
8.72	130.87
8.73	130.63
8.74	129.86
8.75	129
8.76	128.06
8.77	127.44
8.78	128.45
8.79	129.81
8.8	129.81
8.81	129.33
8.82	127.95
8.87	130.22
8.88	131.41
8.89	130.09
8.9	129.13
8.91	128.43
8.92	128.36
8.93	128.56
8.94	128.72
8.95	129.28
8.96	129.97
8.97	129.84
8.98	130.59
8.99	131.18
9	131.03
9.01	130.58
9.02	130.15
9.03	130.35
9.04	132.4
9.05	131.96
9.06	128.24
9.07	130.02
