time	f0
0.085	228.13
0.245	266.72
0.255	235.22
0.265	222.43
0.275	216.63
0.285	214.07
0.295	216.39
0.305	218.2
0.315	214.07
0.325	215.76
0.335	214.74
0.345	217.44
0.355	215.52
0.365	214.19
0.375	217.05
0.385	215.32
0.395	214.91
0.405	216.59
0.415	213.11
0.425	218.13
0.435	219.48
0.445	223.04
0.455	212.78
0.465	212.66
0.475	216.74
0.485	216.07
0.495	230.17
0.505	251.25
0.515	228.97
0.525	229.47
0.535	228.5
0.545	237.41
0.555	230.44
0.565	226.79
0.575	220.39
0.585	210.75
0.595	206.46
0.605	228.51
0.615	228.07
0.625	235.61
0.635	242.41
0.645	231.95
0.655	193.67
0.665	237.02
0.675	232.23
0.685	225.38
0.695	220.59
0.715	218.62
0.745	287.86
0.755	255.9
0.765	251.88
0.775	256.57
0.785	258.08
0.795	256.58
0.805	255.48
0.815	258.12
0.825	256.6
0.835	259.31
0.845	258.74
0.855	263.12
0.865	258.72
0.875	259.35
0.885	256.26
0.895	248.84
0.905	249.05
0.915	247.98
0.925	246.57
0.935	248
0.945	253.58
0.955	239.33
0.965	239.63
0.975	251.42
0.985	249.14
0.995	270.12
1.005	255.87
1.015	247.81
1.025	258.84
1.035	255.5
1.045	249.94
1.055	258.18
1.065	249.29
1.075	239.29
1.085	266.16
1.095	261.28
1.105	262.86
1.115	256.5
1.125	241.43
1.135	253.37
1.545	245.55
1.555	231.11
1.565	234.47
1.575	269.49
1.585	209.35
1.595	217.66
1.605	217.92
1.615	202.21
1.625	224.39
1.635	210.68
1.685	245.63
1.695	224.41
1.705	213.53
1.715	208.37
1.725	207.82
1.735	203.23
1.745	199.58
1.755	204.78
1.765	198.02
1.775	193.96
1.785	199.16
1.795	199.26
1.805	201.54
1.815	210.57
1.825	239.47
1.835	200.29
1.845	212.64
1.855	224.46
1.865	210.19
1.875	222.2
1.885	223.88
1.895	231.41
1.905	188.87
1.915	218.84
1.925	196.85
1.935	202.49
1.945	215.73
1.955	203
1.965	219.46
1.975	206.25
1.985	207.99
1.995	183.48
2.055	270.98
2.065	242.46
2.075	231.49
2.085	226.9
2.095	229.92
2.105	221.91
2.115	221.34
2.125	223.26
2.135	210.36
2.145	206.53
2.155	201.85
