time	f0
0.585	162.15
0.595	161.71
0.605	162.62
0.655	163.24
0.665	162.43
0.675	161.93
0.685	161.93
0.695	164.34
0.705	168.04
1.435	114.31
1.445	113.9
1.455	114.16
1.465	114.1
1.475	114.25
1.485	113.92
1.495	113.51
1.515	62.3
1.525	62.62
1.535	125.18
1.545	125.63
1.555	128.94
1.565	128.74
1.575	123.15
1.585	121.36
1.595	118.96
1.605	115.49
1.615	114.44
1.625	113.43
1.635	111.43
1.645	109.32
1.655	108.05
1.665	108.06
1.675	108.01
1.685	107.87
1.695	105.02
1.705	106.58
1.715	105.47
1.725	105.68
1.735	105.7
1.745	107.32
1.755	107.45
1.765	106.7
1.775	107.05
1.785	107.6
1.795	108.14
1.805	108.41
1.815	107.07
1.825	107.13
1.835	106.13
1.845	103.84
1.855	101.32
1.865	97.14
1.915	87.2
1.925	90.47
1.935	91.28
1.945	91.89
1.955	91.26
1.965	88.2
1.975	87.28
1.985	87.27
2.175	87.53
2.185	91.83
2.195	91.91
2.205	90.63
2.215	88.36
2.495	103.64
2.505	100.18
2.515	99.45
2.525	99.05
2.535	95.55
2.545	95.04
2.555	96.39
2.565	98.25
2.575	102.76
2.585	102.75
2.595	99.29
2.605	98.2
2.615	98.3
2.815	91.74
2.825	91.39
2.835	91.1
2.845	91.32
2.855	91.45
2.865	91.21
2.875	90.74
2.885	90.94
2.895	91.44
2.905	91.77
2.915	92.41
2.925	93.1
2.935	94.69
2.945	95.37
2.955	95.25
2.965	95.04
2.975	94.53
2.985	94.83
2.995	95.08
3.005	94.5
3.015	94.08
3.025	93.34
3.035	92.76
3.045	92.98
3.055	93.44
3.065	94.26
3.075	93.73
3.085	93.51
3.095	93.36
3.595	98.12
3.605	83.77
3.615	83.99
3.665	96.01
3.675	94.17
3.685	91.72
3.695	92.15
3.705	92.93
3.715	93.34
3.725	93.11
3.735	92.87
3.745	92.62
3.755	92.66
3.765	92.77
3.775	92.96
3.785	93.07
3.795	92.18
4.025	89.29
4.035	94.33
4.045	94.57
4.055	92.24
4.065	91.1
4.075	91.39
4.085	91.82
4.095	90.85
4.105	89.18
4.115	87.96
4.125	86.52
4.135	86.56
4.145	87.29
4.155	87.59
4.165	87.33
4.175	86.48
4.185	85.6
4.195	85.19
4.205	84.88
4.215	82.48
4.225	81.54
4.235	81.09
4.245	82.48
4.255	83
4.265	82.1
4.275	80.61
4.465	86.85
4.475	89.12
4.485	91.78
4.495	93.36
4.505	95.55
4.515	97.44
4.525	99.09
4.535	98.58
4.545	100.27
4.555	101.77
4.565	102.39
4.575	103.4
4.585	106.6
4.595	108.06
4.605	109.54
4.615	111.46
4.625	113.59
4.635	114.19
4.645	112.44
4.655	108.48
4.665	109.72
4.675	113.38
4.685	115.35
4.745	109.06
4.755	107.91
4.765	105.02
4.775	103.28
4.785	101.57
4.795	99.16
4.805	96.61
4.815	93.3
4.825	89.74
5.435	108.65
5.445	107.38
5.455	104.1
5.465	102.33
5.475	99.75
5.485	100.34
5.495	100.58
5.505	100.04
5.515	99.5
5.525	100.2
5.535	103.07
5.545	102.17
5.555	103.86
5.565	103.3
5.655	99.3
5.665	95.11
5.675	94.37
5.685	91.65
5.695	90.66
5.705	89.25
5.715	88.73
6.235	88.85
6.245	89.15
6.255	87.87
6.265	86.35
6.275	85.19
6.335	100.75
6.345	95.75
6.355	94.55
6.365	94.3
6.375	94.23
6.385	94.62
6.395	95.42
6.405	95.93
6.415	95.85
6.425	94.98
6.435	93.98
6.445	94.42
6.455	96.85
6.465	97.14
6.475	97.59
6.485	98.24
6.495	96.05
6.505	96.18
6.515	96
