time	f0
0.42	96.9
0.43	96.37
0.44	95.55
0.45	94.66
0.46	75.8
0.47	76.19
0.48	77.43
0.49	78
0.5	73.8
0.51	74.42
0.52	74.2
0.53	73.79
0.54	73.05
0.55	71.11
0.56	72.55
0.57	73.45
0.58	70.09
0.59	66.69
0.6	66.35
0.61	67.34
0.62	66.54
0.63	67.12
0.64	72.92
0.65	73.13
0.66	71.68
0.67	71.26
0.68	71.8
0.69	71.53
0.7	71.7
0.71	71.79
0.72	70.76
0.73	70.2
0.74	70.07
0.75	69.43
0.76	67.28
0.77	70.22
0.78	70.84
0.79	72.94
0.8	72.35
0.81	72.59
1.57	75.86
1.58	84.34
1.59	84.42
1.6	79.45
1.64	68.82
1.65	68.62
1.66	68.35
1.67	66.07
1.68	66.19
1.69	64.73
1.98	65.6
1.99	75.64
2	75.7
2.01	76.4
2.02	77.47
2.03	67.88
2.04	72.69
2.05	73.9
2.06	71.61
2.07	74.09
2.08	72.9
2.09	71.44
2.1	70.64
2.11	78.01
2.12	78.2
2.13	78.45
2.14	80.07
2.15	82.32
2.16	81.44
2.17	82.31
2.18	83.37
2.19	84.43
2.2	85.82
2.21	86.46
2.22	84.47
2.23	82.01
2.24	77.69
2.25	72.64
2.26	84.06
2.27	83.75
2.28	82.7
2.29	81.78
2.3	81.86
2.31	83.03
2.32	63.25
2.33	63.07
2.34	66.71
2.35	67.32
2.36	62.35
2.37	61.81
2.38	60.99
2.39	62.33
2.4	66.68
2.41	66.69
2.42	62.92
2.43	62.46
2.69	86.7
2.7	85.26
2.71	84.87
2.72	82.22
2.73	78.83
2.74	76.8
2.75	77.01
2.76	78.08
2.77	79.83
2.78	80.35
2.79	80.62
2.8	83.14
2.81	83.55
2.82	80.84
2.83	80.06
2.84	78.54
2.85	77.35
2.86	77.15
2.87	77.04
2.88	77.2
2.89	77.32
2.9	76.49
2.91	76.42
2.92	76.57
2.93	77.42
2.94	79.46
2.95	79.46
2.96	80.46
2.97	80.71
2.98	80.41
2.99	79.6
3.08	122.97
3.09	122.49
3.1	119.37
3.11	118.56
3.12	117.5
3.13	116.35
3.14	116.88
3.15	117.51
3.16	116.82
3.17	116.15
3.18	116.13
3.28	54.13
3.29	54.26
3.3	54.09
3.31	70.82
3.32	71.75
3.33	71.64
3.34	72.03
3.35	73.33
3.59	62.84
3.6	60.16
3.61	59.95
