time	f0
0.705	113.07
0.715	106.58
0.725	106.06
0.735	106.43
0.745	100.84
0.755	98.98
0.765	95.93
0.775	93.26
0.785	93.25
0.795	93.66
0.805	93.69
0.815	94.01
0.825	94.85
0.835	95.97
0.845	96.63
0.855	96.96
0.865	97.18
0.875	97.38
0.885	97.72
0.895	98.24
0.905	99.71
0.915	100.18
0.925	100.52
0.935	100.44
0.945	99.98
0.955	99.77
0.965	99.48
0.975	99.25
0.985	99.27
0.995	99.63
1.005	100.27
1.015	100.87
1.025	101.56
1.035	101.35
1.045	100.33
1.055	99.82
1.065	98.69
1.075	97.44
1.085	95.98
1.095	95.07
1.105	97.5
1.115	96.5
1.125	96.26
1.135	98.88
1.145	96.05
1.155	79.67
1.165	95.43
1.175	94.51
1.185	92.23
1.195	92.71
1.205	96.61
1.375	93.85
1.385	94.02
1.395	87.38
1.405	95.2
1.415	95.31
1.425	95.9
1.435	95.94
1.445	97.03
1.455	98.18
1.465	98.6
1.475	98.66
1.485	98.91
1.495	99.06
1.505	98.79
1.515	99.38
1.525	99.85
1.535	98.42
1.545	103.93
1.555	114.1
1.565	115.21
1.575	115.45
1.585	115.81
1.595	116.34
1.605	115.44
1.615	113.7
1.625	118.61
1.635	116.41
1.645	118.21
1.655	119
1.665	119.07
1.675	122.86
1.685	122.65
1.695	122.15
1.705	121.76
1.715	119.52
1.725	115.71
1.735	114.6
1.745	119.71
1.755	120.77
1.765	121.95
1.775	117.13
1.785	121.16
1.795	121.4
1.805	118.01
1.815	114.89
1.825	117.07
1.835	113.11
1.845	112.56
1.935	107.84
1.945	104.36
1.955	104.19
1.965	104.07
1.975	103.96
1.985	105.51
1.995	106.89
2.005	107.93
2.015	107.9
2.025	107
2.035	104.94
2.045	101.91
2.055	104.97
2.065	105.16
2.075	106.36
2.085	105.97
2.095	103.44
2.105	100.11
2.115	99.74
2.125	104.38
2.135	105.92
2.145	109.18
2.155	110.3
2.165	111.21
2.175	111.66
2.185	111.48
2.195	110.54
2.205	111.25
2.215	112.86
2.365	100.78
2.375	99.08
2.385	99.96
2.395	98.2
2.405	97.66
2.415	96.63
2.425	96.19
2.435	95.99
2.445	96.38
2.455	97.74
2.465	99.07
2.475	102.38
2.485	102.55
2.495	103
2.505	102.69
2.515	102.88
2.525	102.28
2.535	101.17
2.545	100.24
2.555	99.53
2.565	99.03
2.575	98.75
2.585	99.32
2.595	100.13
2.605	100.77
2.615	101.24
2.625	102.31
2.635	102.46
2.645	102.54
2.655	101.31
2.665	102.57
2.675	102.44
2.685	101.44
2.695	100.84
2.705	101.64
2.715	101.12
2.725	101.6
2.735	102.5
2.745	102.14
2.755	100.3
2.765	99.09
2.775	97.67
2.785	95.37
2.795	93.71
2.805	95.67
2.815	95.49
2.825	95.24
2.835	95.96
2.845	96.19
2.855	96.24
2.865	96.08
2.875	95.75
2.885	95.59
2.895	94.81
2.905	94.43
2.915	95.57
2.925	95.3
2.935	93.84
2.945	95.51
2.955	96.03
2.965	95.89
2.975	96.03
2.985	96.21
2.995	95.77
3.005	95.99
3.015	98.66
3.025	100.2
3.035	98.02
3.045	97.17
3.055	99.47
3.065	97.47
3.075	97.59
3.085	95.13
3.095	95.12
4.165	101.38
4.175	100.17
4.185	94.81
4.195	90.77
4.205	93.61
4.215	95.29
4.225	94.74
4.235	93.87
4.245	94.65
4.255	98.86
4.265	92.96
4.275	94.75
4.355	89.83
4.365	87.78
4.375	90.01
4.385	96.73
4.435	108.94
4.445	110.65
4.455	110
4.465	108.67
4.475	109.02
4.485	109.27
4.495	109.3
4.505	108.44
4.515	108.54
4.525	109.08
4.535	109.74
4.545	110.57
4.555	111.12
4.565	111.2
4.575	112.08
4.585	112.83
4.595	112.8
4.605	113.08
4.615	112.96
4.625	112.95
4.635	111.59
4.645	109.63
4.655	110.66
4.665	111.28
4.675	111.69
4.685	111.85
4.695	111.59
4.705	110.63
4.715	108.94
4.725	111.33
4.735	113.99
4.745	111.78
4.755	112.12
6.005	116.31
6.015	126.69
6.045	98.98
6.055	96.12
6.065	97.39
6.075	97.35
6.085	96.87
6.095	96.41
6.105	95.42
6.115	97.31
6.125	96.89
6.135	97.19
6.145	97.31
6.155	97.01
6.165	96.89
6.175	96.75
6.185	96.48
6.195	95.65
6.205	95.18
6.215	94.6
6.225	94.19
6.235	94.14
6.245	96.24
6.255	98.77
6.265	99.3
6.275	88.73
6.285	87.31
6.295	86.81
6.305	86.44
6.315	82.21
6.325	87.46
6.335	87.16
6.345	87.1
6.355	92.33
6.365	95.18
6.375	95.46
6.385	94.88
6.395	94.96
6.405	95.06
6.415	94.58
6.425	94.35
6.435	95.15
6.445	97.84
6.455	96.61
6.465	94.57
6.475	94.79
6.535	97.61
6.545	97.98
6.555	98.12
6.595	125.81
6.605	123.01
6.615	119.69
6.625	118.47
6.635	118.11
6.645	117.52
6.655	116.62
6.665	116.53
6.675	116.24
6.685	115.74
6.695	114.85
6.705	114.35
6.715	113.84
6.725	113.48
6.735	114.21
6.745	114.21
6.755	114.93
6.765	114.79
6.775	115.57
6.785	115.39
6.795	115.57
6.805	116.76
6.825	98.58
6.835	97.99
6.845	97.27
6.855	96.53
6.865	94.65
6.875	95.62
6.885	98.43
6.895	98.58
6.905	99.52
6.915	100.88
6.925	102.89
6.935	104.5
6.945	104.34
6.955	104.31
6.965	103.73
6.975	103.18
6.985	103.37
6.995	103.92
7.005	103.71
7.015	105.69
7.025	107.36
7.035	107.03
7.045	107.39
7.055	107.85
7.065	108.28
7.075	108.6
7.085	109.76
7.095	111
7.105	111.83
7.115	112.6
7.125	113.28
7.135	113.6
7.145	113.68
7.155	113.78
7.165	113.84
7.175	112.6
7.185	110.79
