time	f0
1.205	146.34
1.215	171.21
1.225	188.06
1.235	192.28
1.245	184.99
1.255	172.99
1.265	170.08
1.275	166.06
1.285	181.62
1.295	171.85
1.305	170.25
1.315	180.24
1.325	180.61
1.335	171.88
1.345	189.08
1.355	206.46
1.365	163.21
1.375	181.68
1.385	169.16
1.395	207.09
1.405	212.21
1.415	211.01
1.425	205.07
1.435	179.53
1.445	147.82
1.455	185.75
1.465	192.07
1.475	168.95
1.485	178.9
1.495	201.41
1.505	175.21
1.515	176.46
1.525	175.16
1.565	211.55
1.575	212.42
1.585	206.82
1.595	209.74
1.605	204.46
1.615	201.56
1.625	207.45
1.645	184.87
1.655	211.43
1.665	204.32
1.675	176.81
1.685	168.47
1.695	171.88
1.705	172.77
1.715	172.85
1.725	182.09
1.755	183.22
1.765	222.24
1.775	209.93
1.785	205.35
1.795	201.05
1.805	204.51
1.815	207.88
1.825	203.52
1.835	201.89
1.845	201.23
1.855	202.61
1.865	204.55
1.875	200.26
1.995	220.86
2.005	238.91
2.015	242.06
2.025	233.43
2.035	233.6
2.045	231.55
2.055	240.81
2.065	236.75
2.075	237.5
2.085	231.33
2.205	356.21
2.215	338.77
2.225	329.84
2.235	312.74
2.245	327.72
2.255	327.62
2.265	314.23
2.275	328.6
2.925	199.5
2.935	187.44
2.945	168.82
2.955	171.32
2.965	172.94
3.045	191.35
3.055	191.07
3.065	192.76
3.075	192.81
3.085	199.02
3.095	213.68
3.105	213.06
3.115	200.27
3.125	177.44
3.135	200.45
3.145	221.46
3.195	133
3.205	147.81
3.215	172.04
3.225	188.85
3.235	226.69
3.245	250.4
3.255	261.27
3.265	276.39
3.275	283.83
3.285	291.21
3.295	293.41
3.305	295.52
3.315	303.29
3.325	303.48
3.335	300.78
3.345	294.75
3.355	290.62
3.365	281.94
3.375	276.05
3.385	251.2
3.395	255.78
3.405	249.17
3.415	224.09
3.425	222.49
3.435	222.6
3.445	184.62
3.455	238.4
3.465	223.03
3.615	223.18
3.625	224.08
3.635	222.37
3.645	220.58
3.655	220.1
3.665	221.46
3.675	222.77
3.685	222.12
3.695	226.69
3.705	229.33
3.715	239.8
3.725	238.19
3.735	249.58
3.745	252.41
3.755	253.72
3.765	254.85
3.775	267.78
3.785	261.06
3.795	268.15
3.805	294.3
3.815	301.36
3.825	295.47
3.835	296.34
3.845	289.2
3.855	278.22
3.865	267.17
3.875	256.46
3.885	250.56
3.895	242.09
3.905	227.66
3.915	225.43
3.925	217.96
3.935	211.68
3.945	208.9
3.955	207.03
3.965	207.13
3.975	206.75
3.985	205.46
3.995	184.95
4.005	209.65
4.015	208.16
4.025	207.88
4.035	212.24
4.045	188.52
4.055	195.25
4.065	194.6
4.075	191.02
4.085	193.71
4.095	192.02
4.105	190.5
4.115	188.8
4.125	187.06
4.135	186.6
4.145	185.31
4.155	186.01
4.165	185.44
4.175	184.56
4.185	184.26
4.195	184.41
4.205	183.74
4.215	184.45
4.225	184.15
4.235	183.11
4.245	182.97
4.255	183.05
4.265	185.46
4.275	184.78
4.285	185.21
4.295	182.72
4.305	180.27
4.315	174.82
4.325	170.22
4.335	180.52
4.355	182.57
4.365	179.38
4.375	142.02
4.385	170.36
4.395	179.93
4.405	184.79
4.415	164.8
4.425	185
4.435	152.9
4.445	171.31
4.455	173.45
4.465	171.48
4.475	174.09
4.735	249.88
4.745	219.91
4.755	132.04
4.765	187.75
4.775	186.85
4.785	194.97
4.795	195.48
4.805	190.58
4.815	194.48
4.825	203.47
4.835	203.89
4.845	199.06
4.855	199.45
4.865	199.5
4.875	202.69
4.885	205.25
4.895	205.22
4.905	209.28
4.915	212.62
4.925	218.67
4.935	223.71
4.945	228.59
4.955	233.9
4.965	239.8
4.975	243.35
4.985	245.43
4.995	253.53
5.005	257.09
5.015	249.78
5.025	243.64
5.035	243.08
5.225	135.09
5.235	169.73
5.245	160.63
5.255	198.38
5.265	201.76
5.275	214.42
5.285	219.6
5.295	224.28
5.305	231.34
5.315	233.88
5.325	247.92
5.335	246.96
5.345	261.36
5.355	271.48
5.365	283.09
5.375	290.77
5.385	293.73
5.395	301.92
5.405	311.18
5.415	299.33
5.425	303.89
5.435	292.48
5.445	303.98
5.455	299.64
5.465	302.67
5.475	292.85
5.485	303.52
5.495	306.29
5.505	280
5.515	274.54
5.525	233.12
5.535	220.27
5.545	220.7
5.555	215.22
5.565	205.88
5.575	198.3
5.585	202.61
5.595	195.54
5.605	195.03
5.615	191.38
5.625	192.99
5.635	192.14
5.645	191.28
5.655	186.93
5.665	180.35
5.675	180.91
5.765	200.34
5.775	208.67
5.785	216.84
5.795	218.65
5.805	219.61
5.815	222.03
5.825	216.36
5.835	205.94
5.845	211.21
5.855	214.56
5.865	212.88
5.875	211.55
5.885	203.68
5.895	194.91
5.905	195.03
5.915	191.78
5.925	190.93
5.935	189.76
5.945	187.05
5.955	189.31
5.965	188.16
5.975	188.03
5.985	188.13
5.995	189.59
6.005	189.86
6.015	189.81
6.025	188.39
6.035	203.31
6.045	205.94
6.055	207.08
6.065	209.46
6.075	210.97
6.085	215.3
6.095	217.71
6.105	212.78
6.115	204.74
6.125	193.94
6.135	198.78
6.145	199.72
6.165	201.6
6.175	205.45
6.185	202.09
6.195	202.54
6.205	202.86
6.215	200.33
6.225	199.24
6.235	197.84
6.245	193.66
6.305	200.3
6.315	202.9
6.325	199.18
6.335	199.94
6.345	197.08
6.355	197.94
6.365	198.69
6.375	200.7
6.385	204.46
6.395	206.99
6.405	211.5
6.415	211.33
6.425	211.46
6.435	217.35
6.445	207.65
6.455	210.2
6.465	210.22
6.475	210.98
6.485	206.91
6.495	209.09
6.505	206.07
6.515	209
6.525	209.88
6.535	212.51
7.165	197.23
7.175	195.64
7.215	135.97
7.235	367.06
7.245	363.85
7.255	360.27
7.285	136.26
7.295	143.17
7.305	202.24
7.315	196.43
7.325	204.37
7.335	207.85
7.345	205.92
7.355	208.15
7.365	199.87
7.375	206.5
7.385	205.87
7.395	204.28
7.405	206.11
7.415	212.88
7.475	222.02
7.485	221.88
7.495	220.52
7.505	218.8
7.515	215.58
7.525	216.82
7.535	213.58
7.545	214.07
7.555	213.6
7.565	211.37
7.575	209.37
7.585	206.12
7.595	201.66
7.605	210.21
7.615	205.39
7.625	207.76
7.635	210.25
7.645	205.25
7.655	225.91
7.665	231.16
7.675	194.91
7.685	195.66
7.695	194.52
7.705	192.86
7.715	193.82
7.725	193.3
7.735	194.67
7.745	192.44
7.755	193.66
7.765	193.82
7.775	196.34
7.785	198.14
7.795	200.15
7.805	208.86
7.815	214.94
7.825	218.06
7.835	231.61
7.845	233.8
7.855	238.5
7.865	201.44
7.875	222.33
7.885	232.21
7.895	237.27
7.905	232.83
8.345	200.34
8.355	200.96
8.365	209.81
8.375	211.38
8.385	214
8.395	212.38
8.405	210.52
8.415	206.98
8.425	209.14
8.435	207.95
8.445	209.73
8.455	210.87
8.465	212.43
8.475	214.94
8.485	219.16
8.495	221.35
8.505	229.05
8.515	230.8
8.525	231.92
8.535	236.64
8.545	235.99
8.555	234.78
8.565	238.74
8.575	244.99
8.585	247.81
8.595	236.15
8.605	246.05
8.615	250.63
8.625	247.65
8.635	241.24
8.645	238.3
9.505	235.46
9.515	228.32
9.525	228.71
9.535	228.48
9.545	225.43
9.555	221.98
9.565	220.31
9.575	219.34
9.585	215.32
9.595	218.91
9.605	210.37
9.615	209.17
9.625	208.51
9.635	209.4
9.645	209.9
9.655	209.69
9.665	208.56
9.675	208.99
9.685	207.41
9.695	206.75
9.705	206.48
9.715	205.33
9.725	204.06
9.735	203.16
9.745	202.49
9.755	203.1
9.765	205.43
9.775	207.51
9.785	205.88
9.795	206.58
9.805	210.66
9.815	214.01
9.825	213.62
9.835	215.16
9.845	214.34
9.855	213.97
9.865	216.11
9.875	218.21
9.885	210.1
9.895	214.55
9.905	205.97
9.915	205.05
9.925	208.07
9.935	205.74
9.945	203.47
9.955	198.89
9.965	196.34
9.975	191.25
9.985	186.14
9.995	185.02
10.005	188.12
10.015	191.03
10.025	188.33
10.035	190.93
10.045	147.43
10.055	193.18
10.065	188.87
10.525	224.73
10.535	209.65
10.545	214.51
10.555	214.3
10.565	211.96
10.575	210.08
10.585	209.45
10.595	204.65
10.605	198.64
10.615	203.17
10.625	201.89
10.635	209.01
10.645	207.25
10.655	196.99
10.665	196.95
10.675	207.82
10.685	217.08
10.695	211.15
10.705	216.71
10.715	216.42
10.725	224.76
10.735	226.57
10.745	229.48
10.755	234.15
10.765	240.71
10.775	243.64
10.785	245.94
10.795	248.93
10.805	243.37
10.815	248.1
10.825	243.85
10.835	246.87
10.845	244.56
10.855	241.39
10.865	226.61
10.875	228.9
10.885	236.25
10.895	238.34
10.905	229.49
11.035	223.36
11.045	244.81
11.055	247.79
11.065	252.09
11.075	251.39
11.085	252
11.095	250.31
11.105	237.55
11.115	235.14
11.125	234.72
11.135	229.81
11.145	224.85
11.155	225.1
11.165	219.73
11.175	214.97
11.185	204.46
11.195	207.37
11.205	210.1
11.215	207.88
11.225	208.86
11.235	210.83
11.245	212.86
11.255	213.2
11.265	214.28
11.275	212.66
11.285	216.44
11.295	226.28
11.305	227.36
11.315	228.23
11.325	229.05
11.335	228.28
11.345	226.2
11.355	227.78
11.365	225.7
11.375	222.57
11.385	223.17
11.395	220.54
11.405	219.88
11.415	215.48
11.425	209.9
11.435	206.92
11.445	212.69
11.455	210.72
11.465	210.01
11.475	219.38
11.485	205.04
11.495	220.16
11.505	218.81
11.515	219.88
11.525	223.16
11.535	235.7
11.545	243.14
11.555	236.96
11.565	228.96
11.575	239.71
11.585	237.73
11.595	223.54
11.605	225.58
11.615	252.76
11.625	224.19
11.635	223.5
11.645	222.59
11.655	218.29
11.665	217.59
11.675	221.7
11.685	223.61
11.695	219.81
11.705	218.6
11.715	205.33
11.725	212.94
11.735	205.68
11.745	193.59
11.755	192.23
11.765	188.87
11.775	193.36
11.785	187.26
11.795	182.41
11.805	165.15
11.825	334.28
11.835	347.88
11.855	168.09
11.865	189.36
11.875	197.44
11.885	206.15
11.895	214.75
11.905	218.63
11.915	223.84
11.925	221.25
11.935	230.02
11.945	228.83
11.955	234.47
11.965	233.68
11.975	233.96
11.985	234.57
11.995	234.93
12.005	233.72
12.015	228.85
12.025	226.09
12.035	225.69
12.045	231.8
12.055	211.8
12.065	202.5
12.075	193.11
12.085	188.83
12.135	226.69
12.145	230.95
12.155	213.69
12.165	211.89
12.175	212.52
12.185	214.96
12.195	212.73
12.205	212.17
12.215	219.44
12.225	199.5
12.235	200.56
12.245	192.72
12.255	202.26
12.265	195.15
12.275	193.51
12.285	183.99
12.295	183.4
12.305	183.81
12.315	192.96
12.325	177.51
12.335	172.66
12.345	183.45
12.355	185.83
12.365	186.77
12.375	186.59
12.385	184.55
12.395	182.2
12.405	178.76
12.415	171.89
12.425	178.75
12.435	178.13
12.445	172.28
12.455	174.32
12.465	173.35
12.475	174.71
12.485	170.66
12.495	169.31
12.505	169.93
12.515	168.67
12.525	169.11
12.535	170.56
12.545	166.18
12.555	168.29
12.565	179.96
12.575	165.15
12.585	171.74
12.595	167.77
12.605	169.27
12.615	174.14
12.625	169.7
12.635	172.66
12.645	171.01
12.655	178.82
12.665	167.86
12.675	169.69
12.685	171.1
12.695	173.19
12.705	169.18
12.715	173.02
12.725	173.29
12.735	163.87
12.745	167.98
12.755	174.73
12.765	177.38
12.775	176.67
12.785	173.18
12.795	171.05
12.805	173.5
12.815	172.81
12.825	172.79
12.835	170.74
12.845	171.82
12.855	171.79
12.865	174.15
12.875	170.92
12.885	174.39
12.895	171.19
12.905	173.81
12.915	173.22
12.925	172.8
12.935	171.54
12.945	175.6
12.955	171.31
12.965	171.26
