time	f0
0.09	126.57
0.1	126.57
0.11	122.42
0.12	122.22
0.13	120.38
0.14	118.45
0.15	117.01
0.16	115.99
0.17	117.91
0.18	117.28
0.19	114.33
0.2	117.89
0.21	119.75
0.22	120.01
0.23	120.43
0.24	120.5
0.25	120.06
0.26	119.73
0.27	119.71
0.28	118.94
0.29	118.28
0.3	117.81
0.31	117.33
0.32	115.15
0.33	116.84
0.34	118.57
0.35	118.31
0.36	117.29
0.37	117.07
0.38	118.35
0.39	118.56
0.4	112.08
0.41	115.08
0.42	119.36
0.43	122.28
0.44	137.99
0.45	130.05
0.46	127.49
0.47	126.46
0.48	125.47
0.49	124.45
0.5	122.9
0.51	121.11
0.52	118.74
0.53	118.47
0.54	115.71
0.55	116.24
0.56	114.67
0.57	115.36
0.58	114.86
0.59	119.39
0.6	119.26
0.61	119.13
0.62	118.48
0.63	118.97
0.64	121.31
0.65	121.64
0.66	122.19
0.67	122.86
0.68	123.38
0.69	123.42
0.7	124.27
0.71	124.24
0.72	124.35
0.73	124.54
0.74	124.53
0.75	124.47
0.76	124.56
0.77	124.67
0.78	125.13
0.79	125.41
0.8	125.7
0.81	126.47
0.82	126.8
0.83	126.9
0.84	127.07
0.85	126.77
0.86	126.79
0.87	126.44
0.88	125.52
0.89	124.54
0.9	125.28
0.91	124.99
0.92	125.27
0.93	125.09
0.94	124.52
0.95	124.81
0.96	125.04
0.97	124.63
0.98	124.3
0.99	124.32
1	123.38
1.01	122.97
1.02	122.78
1.03	122.85
1.04	119.97
1.05	118.17
1.06	117.84
1.07	117.15
1.08	116.91
1.09	116.49
1.1	115.38
1.11	114.15
1.12	115.22
1.13	116.66
1.14	118.28
1.15	118.39
1.16	119
1.17	116.7
1.18	114.27
1.19	114.79
1.2	113.68
1.21	112.94
1.22	113.64
1.23	113.69
1.24	114.91
1.25	112.72
1.26	114.9
1.27	113.63
1.28	112.77
1.29	112.81
1.3	112.29
1.31	110.72
1.35	149.25
1.36	125.57
1.37	125.14
1.38	123.43
1.39	124.96
1.4	128.61
1.41	122.72
1.42	118.95
1.43	116.5
1.44	118.22
1.45	117.46
1.46	116.71
1.47	116.67
1.48	115.75
1.49	114.42
1.5	115.59
1.51	121.42
1.52	123.64
1.53	124.03
1.54	124.95
1.55	124.38
1.56	125.18
1.57	124.73
1.58	124.18
1.59	124.73
1.6	124.84
1.61	122.37
1.62	121.67
1.63	121.68
1.64	123.67
1.65	121.89
1.66	123.78
1.67	120.26
1.68	122.18
1.69	123.61
1.7	123.09
1.71	121.37
1.72	122.57
1.77	122.61
1.78	121.52
1.79	120.67
1.8	119.55
1.81	119.55
1.82	119.38
1.83	118.47
1.84	119.07
1.85	119.6
1.86	118.49
1.87	118.76
1.88	118.53
1.89	120.94
1.9	119.9
1.91	118.78
1.92	118.96
1.93	119.04
1.94	120.31
1.95	120.29
1.96	119.77
1.97	119.71
1.98	121.7
1.99	123.24
2	124.75
2.01	125.8
2.02	126.69
2.03	127.43
2.04	128.28
2.05	129.39
2.06	130.6
2.07	132.44
2.08	133.48
