time	f0
1.165	201.27
1.175	194.52
1.185	208.09
1.195	212.14
1.205	213.06
1.215	208.06
1.225	193.87
1.235	182.57
1.245	178.88
1.255	177.37
1.265	179.31
1.275	178.58
1.285	179.19
1.295	184.49
1.305	184.37
1.315	173.76
1.325	177.51
1.395	171.81
1.405	177.52
1.415	179.82
1.425	179.09
1.435	178.55
1.445	170.43
1.455	178.21
1.465	178.08
1.475	181.36
1.485	184.5
1.495	181.13
1.505	183.06
1.515	181.74
1.525	176.64
1.535	184.97
1.545	190.79
1.555	193.31
1.565	192.98
1.575	191.28
1.585	191.24
1.595	190.81
1.605	189.09
1.615	188.67
1.625	186.95
1.635	183.05
1.645	175.52
1.655	181.42
1.665	177.37
1.675	184.58
1.685	189.85
1.695	186.31
1.705	185.4
1.715	184.86
1.725	187.6
1.735	183.78
1.745	187.97
1.755	190.58
1.765	188.02
1.775	183.88
1.785	181.23
1.795	178.81
1.805	180.73
1.815	181.15
1.825	180.08
1.835	178.53
1.845	180.97
1.855	179.87
1.865	180.82
1.875	180.54
1.885	180.11
1.895	180.54
1.905	180.24
1.915	180.4
1.925	180.64
1.935	179.64
1.945	176.98
1.955	174.84
1.965	175.43
1.975	166.8
1.985	172.8
1.995	186.13
2.005	150.96
2.015	176.13
2.025	183.44
2.035	185.58
2.045	185.59
2.055	181.84
2.065	179.46
2.075	179.07
2.085	179.35
2.095	179.04
2.105	177.27
2.115	175.8
2.125	177.21
2.135	179.76
2.145	178.69
2.155	176.04
2.165	173.65
2.175	173.85
2.185	171.35
2.195	175.95
2.205	182.85
2.215	211.14
2.225	195.61
2.235	184.04
2.245	172.44
2.255	166.63
2.265	167.1
2.275	168.3
2.285	167.93
2.295	168.09
2.305	169.25
2.315	168.26
2.325	169.69
2.475	258.69
2.485	221.87
2.495	219.66
2.505	215.02
2.515	210.62
2.525	206.6
2.535	205.53
2.545	196.1
2.555	186.78
2.565	186.63
2.575	187.93
2.585	183.93
2.595	186.13
2.605	186
2.615	177.19
2.625	173.13
2.635	168.39
2.645	162.75
2.655	154.31
2.665	154.29
2.675	152.25
2.685	149.39
2.695	149.58
2.705	150.12
2.715	152.79
2.725	154.37
2.735	156.85
2.745	162.69
2.755	164.65
2.765	162.31
2.775	161.83
2.785	161.93
2.795	161.19
2.805	160.98
2.815	160.47
2.825	159.72
2.835	160.27
2.845	160.86
2.855	161.45
2.865	161.21
2.875	161.28
2.885	158.64
2.895	156.6
2.905	161
2.915	162.1
2.925	157.05
2.935	165.26
2.945	166.86
2.955	166.11
2.965	172.16
2.975	177.66
2.985	176.65
2.995	173.71
3.005	170.7
3.015	171.18
3.025	159.61
3.035	166.84
3.045	162.71
3.055	165.9
3.065	170.32
3.075	171.06
3.105	195.49
3.115	185.74
3.125	167.65
3.215	167.43
3.225	167.16
3.235	165.76
3.245	165.82
3.255	167.43
3.265	175.67
3.275	183.13
3.285	166.98
3.295	168.71
3.305	166.45
3.315	167.3
3.325	168.68
3.335	164.51
3.345	169.03
3.355	169.26
3.365	167.63
3.375	167.31
3.385	229.55
3.395	227.07
3.405	217.99
3.415	217.86
3.425	204.38
3.435	204.24
3.445	207.51
3.455	202.1
3.465	198.83
3.475	192.59
3.485	192.43
3.495	195.52
3.505	189.82
3.515	188.69
3.525	187.98
3.535	185.83
3.545	183.31
3.555	185.05
3.565	184.1
3.575	181.33
3.585	178.9
3.595	177.17
3.605	174.8
3.615	169.66
3.625	166.09
3.635	168.42
3.645	165.31
3.655	160.14
3.665	163.16
3.675	165.95
3.685	162.9
3.695	157.86
3.705	160.35
3.715	160.84
3.725	166.31
3.735	168.17
3.745	181.51
3.755	173.91
3.765	173.25
3.775	172.51
3.785	167.31
3.795	169.43
3.805	167.01
3.815	169.83
3.825	170.07
3.835	168.95
3.845	172.3
3.855	173.86
3.865	177.35
3.875	174.07
3.885	175.13
3.895	174.79
3.905	172.23
3.915	176.29
3.925	173.95
3.935	167.39
3.945	171.88
3.955	174.56
3.965	172.19
3.975	233.93
3.985	191.96
3.995	186.9
4.005	184.78
4.015	179.8
4.025	178.12
4.035	180.13
4.045	183.52
4.055	181.8
4.065	180.97
4.075	181.46
4.085	180.3
4.095	179.41
4.105	176.69
4.115	173.13
4.125	167.14
4.135	163.87
4.145	175.04
4.155	166.66
4.165	165.09
4.175	167.28
4.185	172.05
4.195	172.54
4.205	174.87
4.215	169.96
4.225	169.78
4.235	173.52
4.245	189.23
4.255	179.05
4.265	176.74
4.275	172.22
4.285	168.39
4.295	168.6
4.305	167.01
4.315	165.83
4.325	167.28
4.335	170.8
4.345	172.23
4.355	172.42
4.365	170.03
4.375	168.71
4.385	168.06
4.395	174.09
4.405	174.83
4.415	171.44
4.425	166.51
4.435	168.18
4.445	221.38
4.455	199.6
4.465	190.73
4.475	184.74
4.485	183.05
4.495	181.12
4.505	177.76
4.515	174.96
4.525	167.96
4.535	163.35
4.545	148.05
4.555	142.14
4.565	166.79
4.575	166.99
4.605	191.62
4.615	178.39
4.625	176.13
4.725	179.91
4.735	179.94
4.745	177.55
4.755	178.7
4.765	181.22
4.775	180.98
4.785	183.53
4.795	184.4
4.805	184.82
4.815	181.8
4.825	180.58
4.835	177.48
4.845	179.32
4.855	180.76
4.865	183.97
4.875	182.94
4.885	178.71
4.895	183.74
4.905	182.75
4.915	182.21
4.925	173.39
4.935	181.27
4.945	196.66
4.955	182.52
4.965	178.96
5.095	197.3
5.105	188.85
5.115	186.48
5.125	183.99
5.135	181.34
5.145	178.26
5.155	178.05
5.165	178.09
5.175	178.81
5.185	180.12
5.195	179.18
5.205	179.89
5.215	177.96
5.225	177.07
5.235	176.19
5.245	175.05
5.255	171.97
5.265	170.96
5.275	170.65
5.295	129.87
5.355	229.32
5.365	174.95
5.375	178.35
5.385	182.79
5.395	179
5.405	171.72
5.415	172.43
5.425	174.19
5.435	178.6
5.445	175.18
5.455	172.72
5.465	175.08
5.475	162.56
5.555	184.91
5.565	178.28
5.575	172.76
5.585	171.02
5.595	177.68
5.605	178.84
5.615	176.07
5.625	174.51
5.635	174.43
5.645	174.17
5.655	170.49
5.665	174.09
5.675	168.57
5.685	179.07
5.705	176.21
5.715	182.02
5.725	180.14
5.735	180.15
5.745	180.91
5.755	179.62
5.765	181.73
5.775	181.48
5.785	179.91
5.795	182.95
5.805	176.52
5.815	182.73
5.825	180.22
5.835	186.72
5.935	225.13
5.945	199.5
5.955	189.14
5.965	185.99
5.975	185.25
5.985	184.47
5.995	184.37
6.005	182.39
6.015	182.09
6.025	182.08
6.035	182.76
6.045	181.64
6.055	180.03
6.065	179
6.165	227.08
6.175	235.24
6.185	233.64
6.195	221.85
6.205	225.13
6.215	226.18
6.265	228.79
6.275	219.33
6.285	228.86
6.295	181.21
6.315	122.35
6.355	231.01
6.365	237.83
6.375	233.33
6.435	234.9
6.535	252.1
6.545	245.73
6.615	231.05
6.625	233.58
6.635	235.09
6.645	233.22
6.655	229.3
6.745	214.66
6.755	212.69
6.805	234.63
6.815	237.22
6.825	234.61
6.845	250.2
6.855	226.84
6.865	182.37
6.875	178.96
6.885	179.12
6.895	178.77
6.905	180.37
6.915	179.13
6.925	183.55
6.935	173.07
7.015	195.64
7.025	191.58
7.035	190.63
7.045	188.59
7.055	186.63
7.065	183.94
7.075	179.52
7.085	180.68
7.095	182.26
7.105	182.24
7.115	180.84
7.125	177.99
7.135	179.41
7.145	187.88
7.175	185.32
7.185	230.81
7.195	167.93
7.205	179.71
7.215	183.53
7.225	179.84
7.235	171.68
7.575	219.57
7.585	230
7.595	226.82
7.605	234.88
7.615	222.15
7.625	222.2
7.925	260.98
7.935	248.74
9.035	225.71
9.055	198.64
9.065	188.43
9.205	190.42
9.215	193.81
9.225	185.61
9.235	192.22
9.245	190.45
9.255	189.24
9.265	186.92
9.275	186.68
9.285	186.24
9.295	182.35
9.305	179.97
9.315	178.43
9.325	178.05
9.335	179.11
9.345	184.31
9.355	188.67
9.365	190.13
9.375	191.53
9.385	193.3
9.395	195.89
9.405	199.84
9.415	196.08
9.425	185.22
9.435	187.46
9.445	194.87
9.455	181.05
9.505	196.34
9.515	186.04
9.525	183.02
9.535	195.59
9.545	194.73
9.555	199.55
9.565	206.82
9.575	201.59
9.585	195.86
9.595	191.57
9.605	187.45
9.615	183.08
9.625	179.01
9.635	177.78
9.645	180.55
9.655	187.41
9.665	175.88
9.675	174.34
9.685	173.8
9.695	175.14
9.705	172.29
9.715	170.28
9.725	169.15
9.735	167.94
9.745	168.7
9.755	168.62
9.765	169.16
9.775	170.18
9.785	170.38
9.795	170.55
9.805	170.53
9.815	170.04
9.825	171.34
9.835	169.41
9.845	170.55
9.855	173.12
9.865	172.1
9.995	209.84
10.005	202
10.015	199.39
10.025	199.44
10.035	202.5
10.045	205.3
10.055	203.95
10.065	200.41
10.075	201.44
10.085	203.01
10.095	199.37
10.105	201.38
10.185	224.25
10.195	201.54
10.205	192.43
10.215	189.3
10.225	182.45
