time	f0
1.2	147.41
1.21	141.82
1.22	138.83
1.23	118.79
1.24	135
1.25	117.75
1.26	116.47
1.27	118.11
1.28	116.52
1.29	116.82
1.3	119.13
1.31	120.32
1.32	120.97
1.33	120.92
1.34	120.66
1.35	119.09
1.36	118.13
1.37	118.68
1.38	119.34
1.39	120.27
1.4	119.15
1.41	119.39
1.42	119.03
1.43	124.92
1.44	125.96
1.45	126.4
1.46	127.14
1.47	127.34
1.48	128.8
1.49	128.22
1.5	127.17
1.51	124.23
1.52	124.54
1.53	125.89
1.54	124.86
1.55	125.84
1.56	125.72
1.57	124.76
1.58	127.68
1.59	127.08
1.6	125.91
1.61	126.91
1.62	124.43
1.63	124.07
1.64	124.7
1.65	122.9
1.66	125.74
1.67	126.03
1.68	127.55
1.69	129.14
1.7	130.42
1.71	124.93
1.79	122.07
1.8	121.77
1.81	120.33
1.82	117.6
1.83	110.4
1.84	123.96
2.05	133.95
2.06	127.93
2.07	124.47
2.08	116.57
2.09	119.56
2.1	118.78
2.11	119.37
2.12	118.9
2.13	119.66
2.14	120.57
2.15	120.32
2.16	119.54
2.17	119.61
2.18	120.09
2.19	121.18
2.2	119.57
2.21	120.64
2.22	119.07
2.23	119.47
2.24	114.79
2.25	116.19
2.26	115.69
2.42	130.39
2.43	129.08
2.44	128.35
2.45	128.78
2.46	128.5
2.47	127.33
2.48	122.91
2.49	112.38
2.5	107.35
2.51	121.52
2.52	127.09
2.53	126.81
2.54	126.76
2.68	126.3
2.69	127.14
2.7	116.46
2.71	117.66
2.72	118.61
2.73	121.52
2.74	123.39
2.75	124.3
2.76	122.19
2.77	122.23
2.78	123.11
2.79	123.26
2.8	122.53
2.81	122.21
2.82	122.37
2.83	122.04
2.84	122.58
2.85	123.12
2.86	122.69
2.87	120.89
2.88	118.3
2.89	117.04
2.9	119.11
2.91	117.82
2.92	119.4
2.93	123.24
2.94	123.62
2.95	121.25
2.96	119.33
2.97	119.18
2.98	119.13
2.99	118.42
3	118.56
3.01	118.18
3.02	117.65
3.03	117.13
3.04	115.03
3.05	114.54
3.06	116.65
3.07	117.41
3.08	117.01
3.09	116.5
3.1	116.3
3.11	118.17
3.12	119.43
3.13	119.9
3.14	118.11
3.15	117.4
3.16	116.59
3.17	116.95
3.18	118.98
3.19	119.65
3.2	120.31
3.21	119.33
3.22	120.06
3.23	120.51
3.24	120.53
3.25	120.18
3.26	119.42
3.27	118.76
3.28	118.32
3.29	118.58
3.3	118.13
3.31	118.44
3.32	118.86
3.33	118.5
3.34	119.14
3.35	118.55
3.36	118.34
3.37	117.9
3.38	118.46
3.39	118.11
3.4	117.67
3.41	116.56
3.42	119.49
3.54	122.53
3.55	132.65
3.56	123.49
3.57	118.51
3.58	117.03
3.59	115.73
3.6	115.73
3.61	114.61
3.62	113.35
3.63	117.78
3.64	119.78
3.65	118.84
3.81	138.48
3.82	131.89
3.83	121.66
3.84	120.31
3.85	120.39
3.86	119.15
3.87	119.59
3.88	119.22
3.89	120.46
3.9	120.78
3.91	121.76
3.92	123.39
3.93	124.61
3.94	128.8
3.95	125.92
3.96	117.08
