time	f0
0.022	130.39
0.032	121.76
0.082	128.43
0.092	122.81
0.102	122.83
0.112	123.43
0.122	125.89
0.132	127.32
0.142	127.28
0.152	126.83
0.162	126.89
0.172	126.82
0.182	126.2
0.192	122.97
0.202	125.36
0.212	125.86
0.222	128.85
0.232	127.24
0.242	122.71
0.252	126.55
0.262	123.89
0.272	125.99
0.282	127.01
0.292	123.12
0.302	124.79
0.312	125.37
0.322	126.19
0.332	125.88
0.342	126.98
0.382	125.92
0.392	125.37
0.402	126.35
0.412	124.3
0.872	135.3
0.882	134.14
0.892	134.15
0.902	126.68
0.952	81.6
0.962	81.62
0.972	81.99
0.982	160.89
0.992	160.43
1.002	160.56
1.012	160.73
1.022	162.27
1.032	161.36
1.042	162.37
1.052	162.93
1.062	163.59
1.072	164.47
1.082	163.34
1.092	163.2
1.102	161.3
1.112	162.54
1.122	162.71
1.132	161.09
1.142	160
1.152	157.63
1.162	160.58
1.172	161.18
1.182	167.67
1.862	127.73
1.872	120.89
1.882	116.88
1.892	116.68
1.902	118.71
1.912	116.64
1.922	120.4
1.932	122.11
1.942	122.17
1.952	122.69
1.962	123.27
1.972	121.43
1.982	120.38
1.992	122.75
2.002	123.38
2.012	123.83
2.022	120.01
2.032	119.56
2.042	84.21
2.052	122
2.062	119.99
2.072	125.95
2.082	82.63
2.442	122.51
2.452	126.99
2.462	126.75
2.472	126.58
2.482	125.24
2.492	123.72
2.502	122.6
2.512	120.91
2.522	118.1
2.532	116.57
2.542	116.25
2.552	117.4
2.562	117.72
2.572	116.95
2.582	119.08
2.872	137.42
2.882	132.81
2.892	126.24
2.902	126.66
2.912	125.98
2.922	124.58
2.932	123.44
2.942	122.95
2.952	122.05
2.962	120.93
2.972	119
2.982	118.48
2.992	118.17
3.002	118.61
3.012	120.05
3.022	118.27
3.032	119.48
3.042	123.32
3.052	119.99
3.062	120
3.072	116.25
3.082	116.58
3.092	115.98
3.102	116.01
3.112	117.1
3.122	116.89
3.132	117.3
3.142	117.13
3.152	117.55
3.162	117.82
3.172	118.27
3.182	118.23
3.192	117.77
3.202	118.17
3.212	117.87
3.222	117.78
3.232	118.03
3.242	118.12
3.252	118.25
3.262	118.37
3.272	118.52
3.282	118.17
3.292	118.58
3.302	118.36
3.312	118.23
3.322	118.71
3.332	119.11
3.342	119.33
3.352	116.8
3.362	112.02
3.372	111.49
3.382	110.34
3.392	111.77
3.402	110.49
3.412	110.42
3.422	112.64
3.432	113.47
3.442	112.74
3.452	113.39
3.462	113.12
3.472	112.62
3.482	112.16
3.492	110.62
3.502	111.09
3.512	110.96
3.522	111.13
3.532	113.32
3.542	114.05
3.552	113.78
3.562	110
3.572	110.87
3.582	112.81
3.592	116.23
3.602	113.12
3.612	113.63
3.642	112.57
3.652	112.17
3.982	170.04
3.992	171.27
4.002	152.37
4.012	128.39
4.022	113.54
4.032	141.36
4.042	137.05
4.052	114.99
4.062	129.34
4.072	127.23
4.412	120.16
4.422	123.41
4.432	123.03
4.442	124.18
4.452	125.07
4.462	125.37
4.472	125.63
4.482	126.15
4.492	124.82
4.502	125.71
4.512	126.08
4.522	126.24
4.532	125.78
4.542	125.74
4.552	125.06
4.562	125.43
4.572	126.7
4.582	126.5
4.592	126.44
4.602	125.75
4.612	124.78
4.622	123.47
4.632	122.37
4.642	121.51
4.652	121.3
4.662	120.14
4.672	119.64
4.682	119.41
4.692	119.42
4.702	120.16
4.712	122.24
4.722	124.59
4.732	128.78
4.742	131.44
4.752	130.72
4.762	130.61
4.772	129.93
4.782	143.63
4.792	145.3
4.802	145.41
4.812	146.03
4.822	147.37
4.832	146.81
4.842	147.16
4.852	147.3
4.862	144.59
4.872	142.18
4.882	139.57
4.892	137.89
4.902	134.92
4.912	130.89
4.922	130.09
4.932	127.48
4.942	127.55
4.952	124.58
4.962	126.29
4.972	114.11
4.982	128.29
4.992	119
5.002	122.79
5.012	117.09
5.022	122.39
5.032	119.85
5.042	122.97
5.052	119.44
5.322	146.77
5.332	156.5
5.342	157.8
5.412	120.21
5.422	125.78
5.432	125.58
5.442	121.72
5.452	123.97
5.462	124.48
5.472	120.07
5.482	122.82
5.492	121.92
5.502	120
5.512	121.2
5.522	119.79
5.532	119.18
5.542	120.08
5.552	120.19
5.562	119.8
5.572	119.94
5.582	121.2
5.592	120.03
5.602	121.33
5.612	121.56
5.622	118.39
5.632	121.17
5.642	119.11
5.652	119.77
5.662	116.44
5.722	117.86
5.732	133.05
5.742	125.56
5.752	127.26
5.762	127.39
5.772	126.19
5.782	125.27
5.792	123.96
5.802	121.58
5.812	119.69
5.822	118.24
5.832	117.96
5.842	117.99
5.852	120.95
5.862	120.87
5.872	119.76
5.882	120.46
5.892	119.67
5.902	118.09
5.912	118.36
5.922	119.46
5.932	119.91
