time	f0
0.235	176.76
0.245	157.9
0.255	156.6
0.265	153.3
0.275	154.43
0.285	152.74
0.295	149.96
0.305	149.48
0.315	148.54
0.325	146.17
0.335	144.2
0.345	140.14
0.355	138.43
0.365	140.56
0.375	139.75
0.385	136.47
0.395	135.7
0.405	136.71
0.415	133.64
0.425	132.21
0.435	135.36
0.445	135.27
0.455	129.03
0.465	132.96
0.475	130.37
0.485	129.36
0.495	134.63
0.505	136.39
0.515	133.28
0.525	135.93
0.535	133.01
0.605	151.87
0.615	149.81
0.625	146.46
0.635	143.56
0.645	144.89
0.655	143.56
0.665	142.87
0.675	141.62
0.685	141.4
0.695	140.63
0.705	138.81
0.715	137.66
0.725	138.62
0.735	138.79
0.745	138.89
0.755	140.04
0.765	140.36
0.775	141.46
0.845	141.9
0.855	140.71
0.865	137.45
0.875	136.82
0.885	137.98
0.895	136.18
0.905	135.76
0.915	136.92
0.925	136.4
0.935	137.6
0.945	139.15
0.955	139.71
0.965	140.49
0.975	141.97
0.985	141.31
0.995	140.42
1.005	141.89
1.015	141.91
1.025	143.12
1.035	142.07
1.045	140.79
1.055	140.43
1.065	139.89
1.075	138.89
1.085	138.28
1.095	137.58
1.105	137.57
1.115	136.45
1.125	136.94
1.135	136.57
1.145	135.24
1.155	135.35
1.165	136.87
1.175	141.59
1.185	144.18
1.195	140.43
1.205	140.08
1.215	135.76
1.225	142.21
1.235	138
1.245	135.55
1.255	136.12
1.405	146.58
1.415	145.35
1.425	142.92
1.435	142.89
1.445	140.98
1.455	142.02
1.465	141.04
1.475	141.07
1.485	140.57
1.495	139.72
1.505	139.19
1.515	138.74
1.525	138.4
1.535	137.42
1.545	136.52
1.555	135.29
1.565	135.02
1.575	134.38
1.585	135.44
1.595	132.83
1.605	130.94
1.695	153.09
1.705	148.43
1.715	145.28
1.725	144.74
1.735	141.01
1.745	136.26
1.755	141.1
1.765	142.07
1.775	139.05
1.785	136.98
1.795	145.32
1.875	160.59
1.885	158.97
1.895	157.71
1.905	155.79
1.915	156.69
1.925	157.04
1.935	155.73
1.945	155.07
1.955	152.37
1.965	153.05
1.975	153.4
1.985	143.34
1.995	148.07
2.005	143.62
2.015	145.57
2.025	142.83
2.035	139.91
2.045	139.36
2.055	139.12
2.065	138.96
2.075	136.1
2.085	138.19
2.095	138.62
2.105	139.41
2.115	137.28
2.125	138.56
2.135	139.17
2.145	139.22
2.155	138.92
2.165	140.15
2.175	138.58
2.185	138.73
2.195	138.93
2.205	140.35
2.215	151.59
2.225	140.36
2.235	141.09
2.245	139.03
2.255	139.66
2.265	139.06
2.275	139.37
2.285	138.92
2.295	140.01
2.305	140.91
2.315	142.3
2.325	143.87
2.335	146.81
2.345	149.12
2.355	147.7
2.365	147.38
2.375	147.86
2.385	148.46
2.395	148.73
2.405	148.25
2.415	148.71
2.425	148.51
2.435	147.82
2.445	146.85
2.455	147.61
2.465	148.04
2.475	148.21
2.485	147.2
2.495	145.58
2.505	144.88
2.515	144.29
2.525	143.25
2.535	142.29
2.545	139.29
2.555	139.04
2.565	139.98
2.575	138.31
2.585	136.62
