time	f0
0.12	145.91
0.13	134.55
0.14	118.73
0.15	118.42
0.16	104.55
0.17	106.89
0.18	105.34
0.19	104.89
0.2	104.14
0.21	102.76
0.22	101.75
0.23	100.82
0.24	100.33
0.25	100.49
0.26	100.13
0.27	99.95
0.28	109.59
0.29	105.53
0.3	101.97
0.31	109.22
0.32	105.51
0.33	105.81
0.34	106.9
0.35	102.23
0.36	110.2
0.37	107.42
0.38	107.48
0.39	108.6
0.4	109.11
0.41	106.77
0.42	106.49
0.43	105.24
0.44	106.22
0.45	105.68
0.46	104.88
0.47	105.57
0.48	106.42
0.49	107.46
0.5	111.09
0.51	112.78
0.52	110.88
0.53	105.82
0.54	105.38
0.55	112.71
0.56	109.05
0.57	108.46
0.58	108.96
0.59	108.37
0.6	109.66
0.61	107.03
0.65	109.37
0.66	106.07
0.67	107.69
0.68	109.47
0.69	109.71
0.7	109.98
0.71	111.58
0.72	112.67
0.73	108.97
0.74	111.27
0.75	112.12
0.76	111.06
0.77	111.79
0.78	112.05
0.79	117.04
0.83	118.63
0.84	113.22
0.85	110.84
0.86	110.29
0.87	110.6
0.88	108.01
0.89	105.51
0.9	104.59
0.91	104.85
0.92	104.43
0.93	104.4
0.94	103.91
0.95	104.57
0.96	105.01
0.97	105.36
0.98	106.55
0.99	105.15
1	102.15
1.01	100.57
1.02	100.82
1.03	101.01
1.04	100.54
1.05	106.18
1.06	106.8
1.07	101.94
1.28	118.63
1.29	113.36
1.3	111.56
1.31	110.92
1.32	110.01
1.33	109.08
1.34	108.2
1.35	108.63
1.36	108.49
1.37	108.06
1.38	108.58
1.39	109.07
1.4	109.94
1.41	110.57
1.42	110.41
1.43	110.25
1.44	110.19
1.45	110.5
1.46	109.87
1.47	109.4
1.48	109.58
1.49	108.71
1.5	108.58
1.51	108.26
1.52	108.94
1.53	108.58
1.54	109.29
1.55	109.41
1.56	108.92
1.57	107.84
1.58	106.27
1.59	105.93
1.6	108
1.61	108.65
1.62	108.57
1.63	109.45
2.93	112.29
2.94	110.08
2.95	108.35
2.96	107.55
2.97	107.15
2.98	106.57
2.99	106.59
3	106.31
3.01	106.27
3.02	106.78
3.03	106.22
3.04	106.6
3.05	107.35
3.06	107.11
3.07	106.9
3.08	107.18
3.09	107.28
3.1	107.11
3.11	108.47
3.12	108.37
3.24	124.86
3.25	129.03
3.26	129.85
3.27	127.32
3.28	126.54
3.29	124.16
3.3	123.35
3.31	129.45
3.32	139.74
3.33	144.7
3.34	135.95
3.35	114.21
3.36	112.49
3.37	110.33
3.38	108.83
3.39	108.77
3.4	109.02
3.41	108.78
3.42	108.58
3.43	108.97
3.44	109.47
3.45	109.32
3.46	109.73
3.47	109.78
3.48	110.19
3.49	110.25
3.5	109.56
3.51	108.84
3.52	108.03
3.53	107.9
3.54	109.29
3.55	111.74
3.56	113.55
3.57	115.41
3.58	116.99
3.59	118.5
3.6	119.15
3.61	118.94
3.62	123.92
3.63	125.52
3.64	125.06
3.65	123.58
3.66	123.39
3.67	124.04
3.68	123.52
