time	f0
0.025	118.59
0.035	115.7
0.045	112.18
0.055	108.9
0.065	112.71
0.075	115.92
0.085	115.52
0.095	115.67
0.135	116.93
0.145	109.22
0.155	103.12
0.165	102.88
0.205	95.77
0.215	95.87
0.225	93.91
0.235	93.76
0.245	93.9
0.255	93.08
0.265	94.23
0.275	96.69
0.285	97.89
0.295	97.44
0.305	97.2
0.315	97.29
0.325	97.1
0.335	96.99
0.345	96.74
0.355	96.67
0.365	96.72
0.375	99.28
0.385	98.6
0.395	98.15
0.405	97.34
0.415	95.67
0.425	95.29
0.435	94.29
0.445	93.42
0.455	91.76
0.465	90.04
0.475	87.99
0.485	84.43
0.495	82.2
0.505	82.58
0.775	92
0.785	89.28
0.795	86.83
0.805	84.7
0.815	84.46
0.925	86.12
0.935	86.7
0.945	88.68
0.955	89.82
0.965	90.16
0.975	90.35
0.985	91.03
0.995	91.67
1.005	91.35
1.015	89.98
1.025	90.08
1.165	96.19
1.175	96.07
1.185	93.52
1.195	91.38
1.205	89.77
1.215	88.81
1.535	93.62
1.545	89.04
1.555	88.38
1.565	89.36
1.575	89.78
1.585	89.98
1.595	90.1
1.605	90.15
1.615	88.84
1.625	89.59
1.635	93.05
1.645	93.08
1.655	92.92
1.665	95.28
1.675	95.07
1.685	94.78
1.695	94.11
1.705	93.63
1.715	92.72
1.725	92.35
1.735	92.48
1.745	92.52
1.755	92.5
1.765	92
1.775	91.39
1.785	91.32
1.795	92.92
1.805	93.72
1.815	91.8
1.825	89.96
1.835	87.94
1.845	85.95
1.855	85.13
1.865	85.27
1.875	85.64
1.885	87.51
1.895	89.45
1.905	89.19
1.915	86.56
1.925	86.36
1.935	85.82
1.945	83.38
1.955	83.51
1.965	84.21
1.975	83.27
1.985	83.22
1.995	83.69
2.005	83.02
2.015	82.75
2.025	82.8
2.035	82.77
2.045	82.39
2.055	81.35
2.065	81.25
2.075	81.94
2.085	81.94
2.095	81.75
2.105	82.56
2.145	81.31
2.155	85.38
2.165	85.49
2.175	84.7
2.185	84.01
2.195	83.17
2.205	82.75
2.215	81.21
2.225	79.12
2.235	78.46
2.245	79.17
2.255	78.14
2.265	78.56
2.275	79.86
2.285	79.92
2.295	79.65
2.305	79.57
2.315	79.02
2.325	78.84
2.335	79.13
2.345	77.6
2.355	76.63
2.365	75.69
2.375	80.43
2.385	80.75
2.395	80.87
3.305	83.61
3.315	84.36
3.325	83.84
3.335	82.92
3.345	81.93
3.505	114.69
3.515	112.55
3.525	111.73
3.535	110.98
3.545	110.71
3.555	110.85
3.565	110.41
3.575	107.4
3.585	107.41
3.595	105.85
3.605	106.18
3.615	108.06
3.625	107.99
3.635	107.97
3.645	108.64
3.655	109.4
3.665	109.47
3.735	103.22
3.745	103
3.755	98.18
3.765	92.81
3.775	90.55
3.785	89.23
3.795	88.66
3.805	87.47
3.815	86.74
3.825	85.44
3.835	84.17
3.845	81.91
3.855	85.85
3.865	88.69
3.875	84.87
3.885	84.47
3.945	81.65
3.955	81.38
3.965	98.55
3.975	98.91
3.985	101.92
3.995	102.5
4.005	101.41
4.015	98.46
4.025	98.8
4.035	99.18
4.045	99.65
4.055	100.08
4.065	100.6
4.075	101.39
4.085	101.74
4.095	101.89
4.105	102.01
4.115	101.46
4.125	100.95
4.135	101.34
4.145	100.32
4.155	97.17
4.165	96.9
4.175	94.52
4.185	94.74
4.195	93.43
4.205	92.92
4.215	91.87
4.225	90.69
4.235	88.45
4.245	85.61
4.255	82.97
4.265	79.5
4.275	77.65
4.285	77.35
4.295	77.22
4.305	70.69
4.315	71.09
4.325	71.2
4.335	71.77
4.345	73.29
4.355	78.33
4.365	80.81
4.375	81.16
4.385	81.51
4.395	80.6
4.405	81.17
4.415	83.99
4.425	83.3
4.435	84.46
4.445	85.61
4.455	90.33
4.465	95.74
4.475	95.45
4.485	93.96
4.495	92.36
4.505	90.82
4.515	90.01
4.525	90.25
4.535	91.09
4.545	91.96
4.555	92.73
4.565	92.94
4.575	90.95
4.585	90.05
4.595	93.29
4.605	94.89
4.615	94.98
4.625	95
4.635	93.89
4.645	91.8
4.655	91.72
4.665	89.2
4.675	89.35
4.685	91.98
4.695	92.93
4.705	93.07
4.715	92.74
4.725	92.56
4.735	91.08
4.935	95.18
4.945	91.82
4.955	88.74
4.965	88.62
4.975	86.42
4.985	86.57
4.995	83.88
5.005	83.71
5.015	81.76
5.025	81.36
5.035	81.17
5.045	81.58
5.055	80.85
5.065	80.63
5.075	79.15
5.085	77.32
5.095	74.63
5.105	74.37
5.115	74.36
5.125	74.86
5.135	76.81
6.255	103.15
6.265	102.53
6.275	102.49
6.285	103.1
6.295	104.2
6.305	107.02
6.315	115.86
6.325	118.16
6.335	119.07
6.345	120.02
6.355	121.25
6.365	122.45
6.375	124.33
6.385	124.55
6.395	124.47
6.405	125.16
6.415	126.83
6.425	126.74
6.435	125.82
6.445	125.59
6.455	124.83
6.565	118.64
6.575	114.58
6.585	113.65
6.595	112.48
6.605	111.38
6.615	110.99
6.625	111
6.635	111.56
6.645	112.33
6.655	113.27
6.665	114.6
6.675	115.74
6.685	116.27
6.695	116.42
6.705	116.63
6.715	116.61
6.725	116.13
6.735	115.17
6.745	115.38
6.755	115.42
6.765	115.6
6.775	114.91
6.785	114.56
7.425	103.61
7.435	97.99
7.445	94.69
7.455	91.39
7.465	91.71
7.475	93.17
7.485	93.76
7.495	94.09
7.505	93.81
7.515	93.66
7.525	93.57
7.535	93.59
7.545	93.39
7.555	92.93
7.565	92.56
7.575	92.72
7.585	93.29
7.595	93.01
7.605	92.71
7.675	96.47
7.685	96.13
7.695	94.67
7.705	93.02
7.715	90.33
7.725	89.63
7.735	76.09
7.745	62.31
7.755	62.27
7.765	61.19
7.775	61.52
7.785	72.58
7.795	92.93
7.805	89.67
7.815	89.5
7.825	89.55
7.835	89.08
7.845	89.12
7.855	87.68
7.865	87.32
