time	f0
0.105	52.14
0.115	55.64
0.125	58.55
0.135	58.69
0.145	59.02
0.445	61.87
0.455	61.5
0.465	61.12
0.475	61.09
0.485	59.54
0.495	59.14
0.505	60.57
0.515	60.45
0.565	57.77
0.575	57.62
0.585	57.66
0.595	57.82
0.665	60.11
0.675	60.13
0.685	57.64
0.695	57.45
0.705	59.06
0.715	59.84
0.835	138.8
0.845	138.56
0.855	137.95
0.865	137.22
0.875	137.14
0.885	137.71
0.895	138.16
0.905	137.19
0.965	73
0.975	72.49
0.985	72.42
0.995	72.29
1.005	73.07
1.015	74.34
1.025	74.87
1.055	74.99
1.065	75.41
1.075	74.26
1.085	74.39
1.095	74.06
1.105	72.5
1.115	73.01
1.125	73.94
1.135	73.78
1.145	72.48
1.155	69.99
1.165	69.47
1.175	69.11
1.185	68.4
1.195	67.26
1.205	67.27
1.215	68.64
1.225	69.12
1.235	68.95
1.245	68.63
1.255	135.94
1.265	134.78
1.275	133.99
1.285	133.54
1.295	133.12
1.345	66.64
1.355	66.49
1.365	65.45
1.375	65.63
1.385	66.58
1.395	67.63
1.405	67.67
1.415	66.84
1.425	65.8
1.435	64.74
1.445	61.02
1.455	61.02
1.465	60.26
1.545	70.62
1.555	70.45
1.565	70.08
1.575	68.4
1.585	68.28
1.595	68.38
1.605	68.44
1.615	63.07
1.625	61.68
1.635	61.34
1.645	61.5
1.655	63.73
1.665	63.87
1.675	60.77
1.685	60.27
1.695	60.23
1.705	66.92
1.715	71.11
1.725	70.08
1.735	69.55
1.745	68.88
1.755	68.72
1.765	68.86
1.775	69.92
1.785	69.99
1.795	70.3
1.805	69.66
1.815	67.46
1.825	67.95
1.835	68.35
1.895	145.08
1.905	143.37
1.915	140.47
1.925	138.99
1.935	137.25
1.945	137.51
1.955	70.05
1.965	70.02
1.975	69
1.985	69.38
1.995	67
2.005	67.06
2.045	71.47
2.055	71.74
2.065	72.23
2.075	72.42
2.085	72.93
2.095	73.63
2.105	74.2
2.115	73.92
2.125	74
2.135	73.54
2.145	72.87
2.155	76.61
2.165	77.46
2.175	74.7
2.185	71.58
2.195	70.29
2.205	69.44
2.215	69.01
2.225	68.55
2.235	67.95
2.245	68.2
2.255	68.94
2.265	68.42
2.275	68.4
2.285	68.86
2.295	69.57
2.305	70.27
2.315	57.97
2.325	57.96
2.335	58.16
2.345	58.05
2.355	58.06
2.365	58.39
2.375	59.05
2.385	59.41
2.395	58.98
2.405	58.42
2.535	61.21
2.545	61.22
2.555	61.27
2.565	65.95
2.575	66
2.585	66.45
2.595	66.45
2.605	62.75
2.615	62.69
2.625	60.95
2.635	59.67
2.645	60.09
2.655	60.54
2.665	60.77
2.675	62.32
2.685	63.17
2.695	62.77
2.705	63.01
2.715	63.21
2.725	62.7
2.735	62.07
2.745	62.4
2.755	62.36
2.765	63.77
2.775	66.11
2.785	66.59
2.795	66.89
2.805	66.91
2.815	61.1
2.825	60.69
2.835	60.67
2.845	58.61
2.855	57.69
2.865	57.77
