time	f0
0.425	299.44
0.435	231.83
0.445	237.8
0.525	277.3
0.535	268.27
0.545	254.17
0.555	232.14
0.565	253.01
0.585	243.71
0.635	238.34
0.645	239.85
0.655	211.63
0.665	206.13
0.675	225.44
0.945	234.23
0.955	238.92
0.965	231.76
0.975	232.64
0.985	231.4
0.995	231.4
1.005	228.93
1.015	225.18
1.025	213.23
1.035	214.6
1.045	224.38
1.055	225.09
1.105	260.72
1.115	229.67
1.125	235.59
1.135	234.47
1.145	232.67
1.155	232.84
1.165	232.52
1.175	234.16
1.185	235.44
1.195	237.03
1.205	238.05
1.215	239.63
1.225	239.06
1.235	236.43
1.245	230.73
1.255	230.64
1.265	227.98
1.275	224.2
1.285	230.56
1.295	231.31
1.305	228.16
1.315	227.85
1.325	228.23
1.335	227.2
1.345	225.85
1.355	228.59
1.365	228.25
1.375	227.28
1.385	228.99
1.395	227.1
1.405	229.04
1.415	225.89
1.425	223.19
1.435	222.78
1.445	224.26
1.455	219.63
1.465	215.92
1.475	217.27
1.485	214.31
1.495	211.56
1.505	209.06
1.515	208.66
1.525	229.86
1.535	215.93
1.615	200.97
1.625	221.09
1.635	210.03
1.705	228.06
1.715	233.78
1.725	231.67
1.735	230.8
1.745	222.58
1.755	234.24
1.765	241.66
1.775	242.73
1.785	243.62
1.795	245.95
1.805	248.43
1.815	249.69
1.825	249.79
1.835	237.23
1.845	249.6
1.855	254.68
1.865	243.61
1.875	251.23
1.885	244.82
1.895	240.61
1.905	248.22
1.915	246.15
1.925	235.4
1.935	221.8
1.945	216.45
1.955	216.73
1.965	213.34
1.975	206.71
1.985	208.65
1.995	199.3
2.005	202.25
2.015	200.66
2.025	199.79
2.035	198.98
2.045	200.01
2.055	200.88
2.065	201.64
2.075	206.79
2.085	205.74
2.095	193.62
2.105	207.43
2.115	207.12
2.125	212.57
2.135	214.54
2.145	216.38
2.155	222.38
2.165	226.57
2.175	226.91
2.185	227.55
2.195	228.58
2.205	227.96
2.215	225.68
2.225	222.37
2.235	222.12
2.245	220.81
2.255	219.95
2.265	217.18
2.275	216.63
2.285	216.04
2.295	215.93
2.305	216.05
2.315	216.9
2.325	218.2
2.335	218.64
2.345	219.99
2.355	220.77
2.365	221.58
2.375	223.09
2.385	226.19
2.395	226.75
2.405	228.16
2.415	227.76
2.425	228.27
2.435	226.57
2.445	221.56
2.455	226.29
2.465	224.35
2.475	221.4
2.485	220.94
2.495	219.51
2.505	220.27
2.515	218.36
2.525	217.38
2.535	217.31
2.545	217.55
2.555	218.57
2.565	223.62
2.575	231.45
2.585	229.64
2.595	225.86
2.605	224.47
2.615	228
2.625	216.93
2.635	223.83
2.645	232.6
2.675	229.89
2.685	210.13
2.695	220.06
2.705	225.65
4.955	321.23
4.965	306.47
4.975	297.51
4.985	295.59
4.995	296.68
5.005	314.59
5.225	217.18
5.235	218.67
5.245	217.56
5.255	215.01
5.265	214.98
5.275	213.89
5.285	211.46
5.295	209.28
5.305	208.09
5.315	203.47
5.325	203.82
5.335	203.11
5.345	199.37
5.355	200.36
5.365	197.27
5.375	195.29
5.385	195.06
5.395	193.94
5.405	194.99
5.415	198.17
5.425	196.45
5.435	195.69
5.445	195.5
5.455	194.24
5.465	193.57
5.475	192.42
5.485	192.33
5.495	191.15
5.505	190.96
5.515	188.9
5.525	187.32
5.535	187.76
5.545	187.07
5.555	186.04
5.565	185.89
5.575	184.5
5.585	183.76
5.595	182.63
5.605	179.16
5.615	157.52
5.625	179.44
5.635	185.3
5.645	187.76
5.655	197.26
5.665	201.8
5.675	203.02
5.685	209.69
5.695	189.99
5.705	182.95
5.715	185.16
5.725	184.89
5.735	179.86
5.745	182.44
5.755	187.89
5.765	185.33
5.775	194.3
5.785	188.5
5.795	192.78
5.805	189.78
5.815	191.28
5.825	189.33
5.835	190.85
5.845	188.54
5.855	197.35
6.365	215.59
6.375	210.2
6.385	210.84
6.395	210.29
6.405	210.66
6.415	208.69
6.425	208.66
6.435	205.9
6.445	206.13
6.455	204.97
6.465	204.26
6.475	203.34
6.485	202.32
6.495	199.9
6.505	198.72
6.515	198.45
6.525	197.53
6.535	195.59
6.545	193.34
6.555	194.9
6.565	194.72
6.575	191.49
6.585	188.71
6.595	188.35
6.605	188.83
6.615	196.86
6.625	198.79
6.635	201.55
6.645	197.49
6.655	196.68
6.665	203.79
6.675	211.05
6.685	206.63
6.695	204.36
6.705	206.54
6.715	203.93
6.725	203.91
6.735	205.86
6.745	206.28
6.755	205.75
6.765	198.63
6.775	209.67
6.785	229.04
6.795	243.85
6.805	232.73
6.815	224.56
6.825	215.6
6.865	227
6.875	235.38
6.885	228.8
6.895	223.19
6.905	219.99
6.915	216.91
6.925	213.92
6.935	211.39
6.945	207.63
6.955	205.7
6.965	204.06
6.975	200.18
6.985	199.05
6.995	199.29
7.005	201.05
7.015	197.7
7.025	155.76
7.035	206.33
7.045	199.27
7.055	206.44
7.065	208.22
7.075	224.19
7.085	219.85
7.095	216.91
7.105	217.57
7.115	218.66
7.125	217.85
7.135	216.42
7.145	216.2
7.155	213.92
7.165	212.12
7.175	209.02
7.185	205.51
7.195	203.62
7.205	200.34
7.215	206.77
7.225	208.69
7.235	203.99
7.285	213.7
7.295	212.85
7.305	215.03
7.315	213.97
7.325	229.25
7.335	205.26
7.345	209.71
7.355	210.92
7.435	183.51
7.445	187.56
7.455	200.07
7.465	186.94
7.475	185.22
7.485	182.03
7.495	190.54
7.505	201.28
