time	f0
0.019	130.8
0.029	131.84
0.039	131.91
0.049	131.42
0.059	132.34
0.069	132
0.079	131.7
0.089	131.36
0.099	132.02
0.109	132.39
0.119	132.89
0.129	133.19
0.139	133.89
0.149	134.68
0.159	135.63
0.169	134.98
0.179	133.48
0.189	133.1
0.199	133.14
0.209	134.15
0.219	133.75
0.229	134
0.239	133.93
0.249	132.52
0.259	153.94
0.269	151.41
0.279	150.2
0.289	147.17
0.299	143.56
0.309	140.6
0.319	137.02
0.329	133.44
0.339	131.09
0.349	132.44
0.359	130.19
0.369	125.65
0.379	128.52
0.389	131.46
0.449	135.61
0.459	133.24
0.469	130.03
0.479	129.53
0.489	128.58
0.499	128.05
0.509	131.96
0.519	136.15
0.529	136.08
0.539	140.03
0.549	137.99
0.559	137.66
0.569	141.05
0.579	138.02
0.589	137.57
0.599	139.72
0.609	145.01
0.619	134.29
0.629	138.33
0.639	137.61
0.649	136.33
0.659	136.13
0.669	136.01
0.679	135.93
0.689	136.49
0.769	126.73
0.779	125.6
0.789	124.36
0.799	121.46
0.809	118.75
0.819	117.06
0.829	116.71
0.839	115.3
0.849	114.4
0.859	114.06
0.869	114.18
0.879	114.79
0.889	115.45
0.899	115.83
0.909	115.32
0.919	117.29
0.929	115.1
0.939	115.43
0.949	114.5
0.959	114.93
0.969	115.65
0.979	115.47
0.989	114.82
0.999	115.58
1.019	144.15
1.029	140.31
1.039	139.16
1.049	137.88
1.059	136.17
1.069	133.02
1.079	133.46
1.089	132.53
1.099	123.93
1.109	132.44
1.119	135.43
1.129	135.19
1.139	131.21
1.149	132.74
1.159	134.81
1.169	134.6
1.179	134.4
1.189	134.12
1.199	131.57
1.209	134.85
1.219	136.74
1.229	151.76
1.239	141.94
1.249	142.61
1.259	143.1
1.269	143.47
1.279	142.57
1.289	141.91
1.299	142.15
1.309	142.41
1.319	141.85
1.329	141.99
1.339	142.56
1.349	143.55
1.359	144.84
1.369	144.23
1.379	142.67
1.389	140.84
1.399	138.45
1.409	135.41
1.419	131.63
1.429	129.01
1.439	126
1.449	128.28
1.459	127.41
1.469	124.4
1.479	120.78
1.489	115.6
1.499	117.78
1.509	120.76
1.519	118.75
1.529	115.85
1.539	116.4
1.549	115.98
1.559	115.68
1.569	115.86
1.579	115.21
1.589	115.93
1.599	115.79
1.609	115.9
1.619	115.52
1.629	115.08
1.639	115.3
1.649	115.76
1.659	115.4
1.669	115.31
1.679	115.07
1.689	115.34
1.699	116
1.709	115.7
1.719	115.45
1.729	115.93
1.739	115.38
1.749	114.79
2.299	122.3
2.309	119.92
2.319	117.78
2.329	118.85
2.339	118.74
2.349	117.08
2.359	117.04
2.369	116.37
2.379	114.7
2.389	115
2.399	114.83
2.409	114.14
2.419	115.03
2.429	114.51
2.439	112.31
2.449	111.33
2.459	112.2
2.469	114.09
2.479	110.31
2.489	108.67
2.499	109.36
2.509	109.52
2.519	109.44
2.529	107.74
2.539	108.42
2.549	107.37
2.559	105.66
2.569	106.99
2.579	110.57
2.589	107.98
2.599	108.55
2.609	109.64
3.679	171.1
3.689	167.8
3.699	142.39
3.749	114.58
3.759	116.13
3.769	115.21
3.779	114.93
3.789	116.12
3.799	115.78
3.809	116.95
3.819	117.32
3.829	117.98
3.839	118.47
3.849	118.36
3.859	118.2
3.869	118.46
3.879	119.22
3.889	118.62
3.899	118.35
3.909	118.52
3.919	118.89
3.929	119.36
3.939	121.07
3.949	121.35
3.959	121.48
3.969	122.38
3.979	123.92
3.989	124.97
3.999	123.65
4.009	121.92
4.019	120.14
4.029	120.44
4.039	120.23
4.049	119.87
4.059	119.05
4.069	118.86
4.079	118.01
4.089	118.74
4.099	119.46
4.109	119.08
4.119	117.96
4.129	120.37
4.139	119.83
4.299	127.55
4.309	127.04
4.579	191.45
4.589	193.07
4.639	115.36
4.649	115.84
4.659	116.64
4.669	113.2
4.679	116.03
4.789	156.79
4.799	147.49
4.809	146.08
4.849	137.82
4.859	135.47
