time	f0
0.325	107.34
0.335	104.78
0.345	102.62
0.355	102.15
0.365	103.69
0.375	104.28
0.385	104.82
0.395	105.29
0.405	105.62
0.415	105.36
0.425	105.01
0.435	104.89
0.445	106.84
0.455	107.43
0.465	108.11
0.475	110.59
0.485	110.41
0.495	110.7
0.505	111.22
0.515	110.71
0.525	110.74
0.535	111.37
0.545	110.2
0.555	109.76
0.565	107.84
0.575	107.94
0.585	107.9
0.595	110.08
0.705	109.06
0.715	104.51
0.725	102.6
0.735	101.09
0.745	99.7
0.755	99.59
0.765	99.57
0.775	102.48
0.785	100.9
0.795	100.66
0.805	99.97
0.815	98.89
0.825	99.35
0.945	95.35
0.955	95.44
0.965	95.71
1.165	104.11
1.175	102.09
1.185	98.23
1.195	95.53
1.205	95.52
1.215	97.89
1.225	96.29
1.235	94.14
1.245	94.33
1.255	93.8
1.265	94.34
1.275	95.08
1.285	93.79
2.615	111.98
2.625	110.53
2.635	110.15
2.645	106.65
2.655	103.81
2.665	103.01
2.675	106.28
2.685	108.37
2.695	109.82
2.705	108.03
2.715	107.11
2.725	106.47
2.735	111.08
2.745	115.07
2.755	116.45
2.765	117.95
2.775	117.79
2.785	117.08
2.795	115.57
2.805	114.5
2.815	113.13
2.825	112.14
3.035	111.89
3.045	111.41
3.055	110.12
3.065	109.88
3.075	110
3.085	109.94
3.095	109.79
3.105	109.5
3.115	109.59
3.125	110.04
3.135	110.18
3.145	110.1
3.155	109.43
3.165	108.91
3.175	109.12
3.185	109.26
3.195	109.74
3.205	110.35
3.215	108.6
3.225	107.48
3.235	107.62
3.245	106.96
3.255	105.67
3.265	103.98
3.275	106.18
3.285	107.37
3.905	95.51
3.915	95.9
3.925	94.95
3.935	94.45
3.945	94.8
3.955	94.93
3.965	94.89
3.975	94.85
3.985	95.21
3.995	95.62
4.005	96.45
4.015	97.4
4.025	97.71
4.035	97.89
4.045	98.3
4.055	98.9
4.065	99.11
4.075	99.14
4.085	99.22
4.095	98.98
4.105	98.86
4.115	99.14
4.125	99.27
4.135	99.26
4.145	98.94
4.155	98.78
4.165	99.05
4.175	99.32
4.185	99.52
4.195	99.57
4.205	99.27
4.675	105.14
4.685	104.4
4.695	102.36
4.705	101.93
4.715	101.64
4.725	101.12
4.735	100.39
4.745	98.76
4.755	100.81
4.765	100.92
4.775	99.86
4.785	97.96
4.795	98.28
4.875	101.45
4.885	101.3
5.415	97.64
5.425	104.42
5.435	101.35
5.445	101.18
5.455	100.21
5.465	99.7
5.475	99.05
5.485	98.85
5.495	99.06
5.505	98.91
5.515	98.8
5.525	98.65
5.535	98.74
5.545	99.07
5.555	99.03
5.645	93.02
5.655	92.95
5.665	92.87
5.675	94.37
5.685	94.67
5.695	94.93
7.145	77.71
7.155	97.35
7.165	97.2
7.175	94.23
7.185	94.3
7.195	94.1
7.205	93.4
7.215	91.71
7.225	88.21
7.235	86.58
7.245	85.73
7.255	85.42
7.265	85.58
7.275	86.74
7.285	87.54
7.295	87.03
7.305	88.53
7.315	87.96
7.325	87.86
7.335	88.26
7.345	89.14
7.355	90.63
7.365	88.85
7.375	84.94
7.385	85.65
9.135	109.35
9.145	106.88
9.155	105.01
9.165	104.94
9.175	103.25
9.185	102.55
9.195	104.13
10.235	96.27
10.245	98.35
10.255	96.75
10.265	96.87
10.275	95.71
10.285	94.03
10.295	97.45
10.305	96.55
10.315	94.91
11.065	101.12
11.075	101.13
11.085	101.25
11.095	102.9
11.105	100.93
11.115	99.79
11.125	101.34
11.135	101.58
11.145	98.14
11.155	98.23
11.165	98.04
11.215	97.29
11.225	96.25
11.235	94.36
11.245	93.24
11.255	96.16
11.265	96.73
11.275	96.74
11.285	97.88
11.525	87.62
11.535	94.26
11.545	95.13
11.555	93.12
11.565	90.47
11.575	88.13
11.585	88.33
11.595	90.26
11.605	90.75
11.615	92
11.625	92.6
11.635	92.66
11.645	93.1
11.655	94.15
11.665	94.84
11.675	93.78
11.685	93.75
11.695	92.88
11.755	115.8
11.765	93.82
11.775	94.64
11.785	94.79
11.795	92.75
11.805	94.25
11.815	95.19
11.825	95.64
11.835	95.95
11.845	96.84
11.855	108.18
11.865	103.11
11.875	107.99
11.885	103.79
11.895	100.46
11.905	100.01
11.915	96.41
11.925	96.02
11.935	96.61
11.945	99.45
11.955	99.77
11.965	99.92
11.975	98.38
11.985	98.24
11.995	97.03
12.005	94.82
12.015	94.37
12.025	94.38
12.035	94.3
12.045	92.96
12.055	91.81
12.065	91.77
12.075	90.63
12.085	89.75
12.095	88.94
12.105	88.16
12.115	87.34
12.125	85.75
12.135	84.95
12.145	81.84
12.155	80.94
12.165	81.61
12.175	81.63
12.185	86.81
12.445	93.51
12.455	91.34
12.465	92.33
12.475	88.65
12.485	91.45
12.495	88.9
12.505	88.79
12.605	89.28
12.615	91.43
12.625	91.3
12.635	90.84
12.645	90.82
12.655	93.29
12.665	94.28
12.675	94.54
12.685	94.45
12.695	93.62
12.705	96.95
12.715	97.63
12.725	98.06
12.735	98.28
12.745	97.99
12.755	97.68
12.765	96.78
12.775	96.78
12.785	96.93
12.795	97.8
13.445	94.62
13.455	93.49
13.465	93.92
13.475	94.26
13.485	93.44
13.495	93.83
13.505	93.39
13.515	93.25
13.525	93.08
13.535	92.77
13.545	92.37
13.555	91.8
14.435	96.1
14.445	95.46
14.455	76.34
14.465	86.11
14.475	84.22
14.485	83.42
14.495	83.86
14.505	84.92
14.515	85.36
14.525	84.65
14.535	84.47
14.545	84.56
14.635	79.62
14.645	79.75
14.655	73.12
14.665	74.66
14.675	76.17
14.685	77.73
14.695	77.48
14.705	73.61
14.785	85.4
14.795	87.65
14.895	94.08
14.905	91.37
14.915	89.46
14.925	86.43
14.935	86.51
14.945	87.12
14.955	87.27
14.965	88.92
14.975	90.01
14.985	90.59
14.995	90.28
15.005	90.49
15.015	90.03
15.025	90.01
15.035	88.29
15.045	87.13
15.055	86.36
15.065	86.5
15.075	86.6
15.085	86.86
15.095	87.56
15.105	87.74
15.115	87.14
15.125	87.05
15.135	87.52
15.145	88.23
15.155	87.93
15.165	87.39
15.175	87.61
15.185	86.94
15.195	84.1
15.205	86.48
15.215	86.55
15.225	83.98
15.235	84.27
15.245	84.63
15.255	85.93
15.265	87.52
15.275	88.16
15.285	87.72
15.295	88.23
15.305	88.18
15.315	81.96
15.325	82
15.335	82.6
15.345	84.36
15.355	84.61
15.365	86.6
15.375	86.1
15.385	87.56
15.395	90.38
15.405	88.33
15.415	88.69
15.425	87.9
15.435	84.34
15.445	85.05
15.585	79.99
15.595	91.58
15.605	88.16
15.615	88.29
15.625	89.93
15.635	88.95
15.645	87.86
15.655	86.39
15.665	89.02
15.675	89.59
15.685	93.83
15.695	89.51
15.705	82.31
15.715	89.88
15.755	82.29
15.765	89.15
15.775	91.53
15.785	92.71
15.795	92.77
15.805	90.91
15.815	91.32
15.825	91.79
15.835	92.2
15.845	90.01
15.855	87.89
15.865	90.3
15.875	90.93
15.885	90.09
15.895	89.62
15.905	89.59
15.915	89.29
15.925	88.73
15.935	83.89
15.945	83.43
15.955	89.17
15.965	89.03
15.975	88.54
15.985	88.68
15.995	88.09
16.105	90.63
16.115	89.33
16.125	83.65
16.135	82.04
16.145	80.31
16.155	79.24
16.165	78.84
16.175	78.08
16.185	78.53
16.195	78.85
16.205	78.99
16.215	78.77
16.225	78.15
16.235	78.58
16.245	78.38
16.255	67.38
16.265	66.86
16.275	78.73
16.285	93.77
16.295	93.15
16.325	95.23
16.335	97.53
16.345	105.53
16.355	99.47
16.365	98.56
16.375	98.59
16.385	97.77
16.395	99.18
17.655	81.9
17.665	81.54
17.675	92.81
17.685	92.85
17.695	93.09
17.705	92.59
17.945	99.57
17.955	99.45
17.965	100.17
17.975	101.6
17.985	101.73
17.995	99.08
18.005	97.37
18.015	97.82
18.025	100.37
18.035	102.31
18.045	104.84
18.055	104.12
18.065	98.09
18.085	77.24
18.095	77.45
18.105	73.15
18.115	74.87
18.125	76.27
18.505	78.26
18.515	77.99
18.525	90.77
18.535	89.99
18.545	91.26
18.555	94.02
18.565	94.25
18.575	94.5
18.585	94.63
18.595	91.45
18.605	91.36
18.615	91.43
18.625	90.08
18.635	89.67
18.645	89.69
18.655	89.75
18.665	90.24
18.675	91.6
18.685	91.15
18.695	90.84
18.705	90.8
18.715	88.34
18.925	66.28
18.935	97.58
18.945	101.22
18.955	104.18
18.965	106.93
18.975	106.64
18.985	105.77
18.995	104.76
19.005	104.41
19.015	104.17
19.025	106.73
19.035	106.91
19.045	107.14
19.055	107.34
19.065	106.75
19.075	105.74
19.085	106.57
19.095	106.68
19.425	88.75
19.435	82.73
19.445	85.94
19.455	91.89
19.465	96.8
19.475	96.83
19.485	93.85
19.495	93.62
19.505	93.52
19.515	93.33
19.525	92.89
19.535	92.79
19.545	92.03
19.555	89.9
19.565	89.01
19.575	88.2
19.585	87.21
19.595	87.13
19.605	87.08
19.615	87.9
19.625	90.31
19.635	90.21
19.645	88.32
19.655	88.13
19.665	87.43
19.675	87.48
19.685	87.74
19.695	87.79
19.705	87.68
19.715	88.08
19.725	89.42
19.735	89.74
19.745	91.28
19.835	90.58
19.845	90.16
19.865	67.41
19.875	88.46
19.885	87.46
19.895	85.74
19.905	83
19.915	80
19.925	73.03
19.995	76.36
20.005	76.46
20.015	78.91
20.025	78.98
20.035	79.55
20.045	80.2
20.055	81.22
20.065	81.67
20.075	82.06
20.085	82.81
20.095	83.89
20.105	84.63
20.115	84.66
20.125	84.44
20.135	84.53
20.145	82.97
20.155	82.69
20.165	85.22
20.405	91.14
20.415	92.22
20.425	92.61
20.435	95.36
20.485	95.19
20.495	78.72
20.505	78.57
20.515	77.4
